Phase,Mag,MagErr,Curve
0.463928,14.406637,0.006000,14.413242
0.509459,14.420898,0.006000,14.431418
0.547382,14.428114,0.006000,14.440457
0.581731,14.448643,0.006000,14.439190
0.616131,14.433839,0.005333,14.429253
0.650531,14.404702,0.005000,14.414000
0.708262,14.384699,0.005000,14.387856
0.746215,14.381915,0.005000,14.376428
0.780582,14.357111,0.005000,14.372904
0.814952,14.364973,0.005000,14.377567
0.849328,14.372503,0.005000,14.391040
0.894909,14.397096,0.005000,14.418987
0.932849,14.430979,0.005000,14.442405
0.967256,14.447508,0.005000,14.454566
0.001635,14.438370,0.005000,14.452109
0.035999,14.428900,0.005000,14.434745
0.083215,14.395168,0.005000,14.398531
0.121171,14.378051,0.005000,14.375179
0.155602,14.357913,0.005000,14.368092
0.189961,14.361109,0.005000,14.375256
0.224345,14.368971,0.005000,14.390661
0.283869,14.407975,0.005000,14.411299
0.321788,14.410524,0.005000,14.410977
0.356192,14.394386,0.005000,14.404671
0.390632,14.386248,0.005000,14.399674
0.425019,14.388443,0.005000,14.401614
0.472914,14.396382,0.005000,14.416843
0.510898,14.417263,0.005000,14.431920
0.545328,14.421791,0.005000,14.440229
0.579755,14.440319,0.005000,14.439519
0.614165,14.428180,0.005000,14.430004
0.662539,14.387787,0.005000,14.408220
0.700600,14.381669,0.005000,14.390899
0.735040,14.378197,0.005000,14.379076
0.769437,14.357724,0.005333,14.373218
0.803837,14.345918,0.006333,14.375091
0.315831,14.431299,0.009667,14.411671
0.354029,14.420521,0.009000,14.405103
0.439374,14.435353,0.013333,14.404907
0.496425,14.441686,0.009000,14.426509
0.565373,14.444422,0.011333,14.440987
0.645061,14.415886,0.010000,14.416604
0.694720,14.402510,0.012000,14.393364
0.781063,14.385347,0.009000,14.372909
0.844860,14.393719,0.008000,14.388822
0.883049,14.425275,0.008333,14.411115
0.921393,14.450165,0.008333,14.436000
0.969161,14.473777,0.008000,14.454844
0.025734,14.464773,0.008000,14.441244
0.060104,14.445306,0.008000,14.416733
0.094487,14.423173,0.007667,14.390339
0.128867,14.404707,0.007000,14.372271
0.165198,14.390252,0.007000,14.368815
0.214204,14.400203,0.007000,14.385789
0.248601,14.415736,0.007000,14.401562
0.282984,14.440935,0.007333,14.411175
0.317374,14.449802,0.007000,14.411510
0.357737,14.423370,0.007000,14.404365
0.414915,14.422369,0.007000,14.400160
0.449329,14.432901,0.007000,14.407940
0.483726,14.440101,0.007000,14.421320
0.518089,14.455967,0.007000,14.434272
0.554373,14.468844,0.007000,14.440977
0.603282,14.463460,0.007000,14.433808
0.637675,14.438326,0.007000,14.420050
0.672085,14.414525,0.007000,14.403649
0.706532,14.420057,0.007000,14.388525
0.742773,14.396601,0.007000,14.377173
0.791651,14.383548,0.007000,14.373450
0.826108,14.392081,0.007667,14.380998
0.860727,14.404615,0.008333,14.397241
0.895094,14.435479,0.009333,14.419110
0.923732,14.458144,0.011500,14.437375
0.287938,14.412549,0.006000,14.411787
0.325895,14.413775,0.005333,14.410394
0.360295,14.399315,0.005000,14.403867
0.402312,14.405232,0.005000,14.399391
0.449794,14.414514,0.005000,14.408095
0.502747,14.434498,0.005000,14.428965
0.537124,14.440036,0.005000,14.438992
0.571494,14.460242,0.005000,14.440564
0.605857,14.456113,0.005000,14.432966
0.650358,14.405045,0.005000,14.414084
0.701019,14.400014,0.005000,14.390727
0.735486,14.399553,0.005000,14.378958
0.769883,14.376425,0.005000,14.373190
0.804236,14.385296,0.005000,14.375164
0.862027,14.391307,0.005000,14.397993
0.911427,14.428935,0.005000,14.429842
0.945831,14.453807,0.005000,14.448433
0.980197,14.467678,0.005000,14.455515
0.015899,14.448891,0.005000,14.446498
0.086617,14.411978,0.005000,14.395980
0.120994,14.405516,0.005000,14.375255
0.155428,14.390056,0.005000,14.368089
0.189811,14.395926,0.005000,14.375200
0.236993,14.406873,0.005000,14.396596
0.274953,14.430433,0.005000,14.409749
0.309320,14.440303,0.005000,14.412194
0.355143,14.411575,0.005000,14.404880
0.396084,14.416485,0.005000,14.399429
0.454265,14.431164,0.005000,14.409634
0.488659,14.441034,0.005000,14.423362
0.523153,14.453906,0.005000,14.435757
0.557509,14.460443,0.005000,14.441081
0.621909,14.441824,0.005000,14.426947
0.665555,14.409749,0.004333,14.406769
0.699965,14.408619,0.004000,14.391160
0.734352,14.402156,0.004000,14.379260
0.768728,14.381359,0.004000,14.373267
0.815964,14.382971,0.004000,14.377840
0.853907,14.387862,0.004000,14.393441
0.888274,14.415731,0.004333,14.414566
0.922657,14.445267,0.005000,14.436747
0.957054,14.463470,0.005000,14.452308
0.008565,14.453441,0.006500,14.449699
