Period(hours),RMSE
0.061089,2.896364
0.061146,2.904734
0.061203,2.896148
0.061260,2.874666
0.061318,2.849949
0.061375,2.829681
0.061432,2.816242
0.061490,2.809119
0.061547,2.804237
0.061604,2.792330
0.061661,2.762242
0.061719,2.709820
0.061776,2.642354
0.061833,2.573587
0.061891,2.522408
0.061948,2.508252
0.062005,2.539080
0.062062,2.604673
0.062120,2.684718
0.062177,2.760735
0.062234,2.822107
0.062292,2.867419
0.062349,2.897566
0.062406,2.912640
0.062464,2.916537
0.062521,2.914980
0.062578,2.910877
0.062635,2.902752
0.062693,2.889978
0.062750,2.874827
0.062807,2.861618
0.062865,2.855464
0.062922,2.858928
0.062979,2.870132
0.063036,2.882903
0.063094,2.890332
0.063151,2.889680
0.063208,2.884966
0.063266,2.882550
0.063323,2.884406
0.063380,2.890201
0.063437,2.899612
0.063495,2.908844
0.063552,2.908639
0.063609,2.886486
0.063667,2.835565
0.063724,2.759557
0.063781,2.671379
0.063839,2.590868
0.063896,2.538287
0.063953,2.527990
0.064010,2.562104
0.064068,2.627779
0.064125,2.704235
0.064182,2.773884
0.064240,2.827009
0.064297,2.858223
0.064354,2.868837
0.064411,2.868784
0.064469,2.868775
0.064526,2.874051
0.064583,2.881631
0.064641,2.883709
0.064698,2.876604
0.064755,2.862501
0.064812,2.846798
0.064870,2.836110
0.064927,2.835727
0.064984,2.847355
0.065042,2.867723
0.065099,2.888918
0.065156,2.901845
0.065214,2.902410
0.065271,2.893362
0.065328,2.879702
0.065385,2.866578
0.065443,2.859797
0.065500,2.863090
0.065557,2.873637
0.065615,2.878953
0.065672,2.862010
0.065729,2.814866
0.065786,2.742989
0.065844,2.659638
0.065901,2.580567
0.065958,2.521949
0.066016,2.499561
0.066073,2.520792
0.066130,2.578474
0.066187,2.656287
0.066245,2.737473
0.066302,2.809661
0.066359,2.864820
0.066417,2.898500
0.066474,2.912225
0.066531,2.913784
0.066589,2.912686
0.066646,2.914303
0.066703,2.917099
0.066760,2.915644
0.066818,2.906564
0.066875,2.891242
0.066932,2.874104
0.066990,2.859407
0.067047,2.849104
0.067104,2.844755
0.067161,2.848585
0.067219,2.860988
0.067276,2.879224
0.067333,2.897722
0.067391,2.909853
0.067448,2.911126
0.067505,2.901942
0.067562,2.887993
0.067620,2.876687
0.067677,2.874075
0.067734,2.882550
0.067792,2.896979
0.067849,2.905567
0.067906,2.896235
0.067964,2.862366
0.068021,2.806307
0.068078,2.738683
0.068135,2.671863
0.068193,2.615763
0.068250,2.580750
0.068307,2.576966
0.068365,2.607581
0.068422,2.665295
0.068479,2.734796
0.068536,2.799153
0.068594,2.846314
0.068651,2.872537
0.068708,2.881570
0.068766,2.880344
0.068823,2.876029
0.068880,2.874800
0.068937,2.878519
0.068995,2.884053
0.069052,2.887114
0.069109,2.884619
0.069167,2.876378
0.069224,2.866644
0.069281,2.860474
0.069339,2.859098
0.069396,2.860850
0.069453,2.864395
0.069510,2.870344
0.069568,2.880394
0.069625,2.893989
0.069682,2.906654
0.069740,2.912672
0.069797,2.909522
0.069854,2.900122
0.069911,2.890713
0.069969,2.886397
0.070026,2.888872
0.070083,2.896805
0.070141,2.906317
0.070198,2.911999
0.070255,2.908757
0.070313,2.892868
0.070370,2.863258
0.070427,2.822891
0.070484,2.777579
0.070542,2.733739
0.070599,2.697325
0.070656,2.673590
0.070714,2.667512
0.070771,2.683685
0.070828,2.722922
0.070885,2.777864
0.070943,2.834037
0.071000,2.877476
0.071057,2.901900
0.071115,2.909463
0.071172,2.906717
0.071229,2.900359
0.071286,2.895017
0.071344,2.892921
0.071401,2.894294
0.071458,2.898378
0.071516,2.903939
0.071573,2.908761
0.071630,2.910565
0.071688,2.908725
0.071745,2.904285
0.071802,2.899014
0.071859,2.894189
0.071917,2.889874
0.071974,2.886227
0.072031,2.884902
0.072089,2.888038
0.072146,2.895476
0.072203,2.902696
0.072260,2.903449
0.072318,2.895449
0.072375,2.882270
0.072432,2.870725
0.072490,2.867002
0.072547,2.873297
0.072604,2.886862
0.072661,2.901801
0.072719,2.912080
0.072776,2.913993
0.072833,2.906532
0.072891,2.890452
0.072948,2.867997
0.073005,2.842505
0.073063,2.817695
0.073120,2.797302
0.073177,2.784081
0.073234,2.778413
0.073292,2.779311
0.073349,2.786728
0.073406,2.801837
0.073464,2.824755
0.073521,2.851540
0.073578,2.874980
0.073635,2.889516
0.073693,2.894267
0.073750,2.892370
0.073807,2.888638
0.073865,2.886602
0.073922,2.886390
0.073979,2.885404
0.074036,2.881285
0.074094,2.874769
0.074151,2.869411
0.074208,2.868183
0.074266,2.871538
0.074323,2.878104
0.074380,2.885785
0.074437,2.892660
0.074495,2.897414
0.074552,2.898840
0.074609,2.895973
0.074667,2.889547
0.074724,2.882484
0.074781,2.878834
0.074839,2.881824
0.074896,2.891048
0.074953,2.901846
0.075010,2.908665
0.075068,2.908979
0.075125,2.904725
0.075182,2.900645
0.075240,2.900577
0.075297,2.904638
0.075354,2.909857
0.075411,2.912905
0.075469,2.912408
0.075526,2.909397
0.075583,2.905694
0.075641,2.901996
0.075698,2.897465
0.075755,2.890577
0.075813,2.880367
0.075870,2.867289
0.075927,2.852611
0.075984,2.837156
0.076042,2.821704
0.076099,2.808378
0.076156,2.800876
0.076214,2.802953
0.076271,2.815542
0.076328,2.834904
0.076385,2.854373
0.076443,2.868072
0.076500,2.873607
0.076557,2.872952
0.076615,2.871207
0.076672,2.872923
0.076729,2.878997
0.076786,2.887168
0.076844,2.894556
0.076901,2.899695
0.076958,2.903202
0.077016,2.906756
0.077073,2.911255
0.077130,2.916068
0.077187,2.919733
0.077245,2.921148
0.077302,2.920389
0.077359,2.918392
0.077417,2.915780
0.077474,2.912417
0.077531,2.908103
0.077589,2.903452
0.077646,2.900111
0.077703,2.899689
0.077760,2.902043
0.077818,2.904997
0.077875,2.905663
0.077932,2.901511
0.077990,2.891439
0.078047,2.877678
0.078104,2.865601
0.078161,2.859767
0.078219,2.860762
0.078276,2.865959
0.078333,2.871781
0.078391,2.875534
0.078448,2.876776
0.078505,2.877206
0.078563,2.878673
0.078620,2.881426
0.078677,2.884207
0.078734,2.885462
0.078792,2.884526
0.078849,2.881865
0.078906,2.878088
0.078964,2.872998
0.079021,2.865817
0.079078,2.856265
0.079135,2.845686
0.079193,2.836913
0.079250,2.832426
0.079307,2.832785
0.079365,2.836953
0.079422,2.843139
0.079479,2.849118
0.079536,2.853461
0.079594,2.857349
0.079651,2.863759
0.079708,2.874058
0.079766,2.886457
0.079823,2.897764
0.079880,2.905338
0.079937,2.907950
0.079995,2.906241
0.080052,2.902381
0.080109,2.898578
0.080167,2.895805
0.080224,2.893818
0.080281,2.892007
0.080339,2.890231
0.080396,2.889075
0.080453,2.889307
0.080510,2.891014
0.080568,2.893258
0.080625,2.894633
0.080682,2.894304
0.080740,2.892734
0.080797,2.891439
0.080854,2.891912
0.080911,2.894676
0.080969,2.899020
0.081026,2.903248
0.081083,2.905453
0.081141,2.904836
0.081198,2.902429
0.081255,2.900241
0.081312,2.899672
0.081370,2.900740
0.081427,2.902371
0.081484,2.903011
0.081542,2.901429
0.081599,2.897605
0.081656,2.892892
0.081714,2.889126
0.081771,2.887481
0.081828,2.887926
0.081885,2.889474
0.081943,2.890844
0.082000,2.891034
0.082057,2.889466
0.082115,2.885737
0.082172,2.879274
0.082229,2.869259
0.082286,2.855017
0.082344,2.836744
0.082401,2.816066
0.082458,2.795906
0.082516,2.779637
0.082573,2.769858
0.082630,2.767426
0.082687,2.771477
0.082745,2.780514
0.082802,2.793479
0.082859,2.809807
0.082917,2.828846
0.082974,2.849472
0.083031,2.870078
0.083089,2.888666
0.083146,2.903134
0.083203,2.911975
0.083260,2.915080
0.083318,2.913870
0.083375,2.910556
0.083432,2.907165
0.083490,2.904959
0.083547,2.904409
0.083604,2.905481
0.083661,2.907896
0.083719,2.911232
0.083776,2.914908
0.083833,2.918103
0.083891,2.919751
0.083948,2.918834
0.084005,2.914901
0.084062,2.908434
0.084120,2.900805
0.084177,2.893889
0.084234,2.889508
0.084292,2.888791
0.084349,2.891634
0.084406,2.896690
0.084464,2.902105
0.084521,2.906441
0.084578,2.909037
0.084635,2.909758
0.084693,2.908586
0.084750,2.905397
0.084807,2.899993
0.084865,2.892326
0.084922,2.882789
0.084979,2.872406
0.085036,2.862789
0.085094,2.855742
0.085151,2.852603
0.085208,2.853666
0.085266,2.858171
0.085323,2.864906
0.085380,2.872720
0.085437,2.880491
0.085495,2.886872
0.085552,2.890289
0.085609,2.889201
0.085667,2.882407
0.085724,2.869345
0.085781,2.850358
0.085839,2.826810
0.085896,2.800916
0.085953,2.775243
0.086010,2.752086
0.086068,2.733057
0.086125,2.719044
0.086182,2.710420
0.086240,2.707362
0.086297,2.710154
0.086354,2.719192
0.086411,2.734504
0.086469,2.755182
0.086526,2.779288
0.086583,2.804472
0.086641,2.828772
0.086698,2.850979
0.086755,2.870468
0.086812,2.886848
0.086870,2.899729
0.086927,2.908627
0.086984,2.912961
0.087042,2.912173
0.087099,2.906043
0.087156,2.895077
0.087214,2.880660
0.087271,2.864806
0.087328,2.849703
0.087385,2.837296
0.087443,2.828952
0.087500,2.825160
0.087557,2.825376
0.087615,2.828317
0.087672,2.832677
0.087729,2.837799
0.087786,2.843722
0.087844,2.850561
0.087901,2.857751
0.087958,2.863912
0.088016,2.867498
0.088073,2.867714
0.088130,2.865063
0.088188,2.861268
0.088245,2.858624
0.088302,2.858993
0.088359,2.862944
0.088417,2.869514
0.088474,2.876763
0.088531,2.882673
0.088589,2.885875
0.088646,2.885948
0.088703,2.883352
0.088760,2.879071
0.088818,2.874094
0.088875,2.868952
0.088932,2.863618
0.088990,2.857869
0.089047,2.851869
0.089104,2.846519
0.089161,2.843228
0.089219,2.843218
0.089276,2.846847
0.089333,2.853318
0.089391,2.860720
0.089448,2.866213
0.089505,2.866409
0.089562,2.858030
0.089620,2.838708
0.089677,2.807427
0.089734,2.764339
0.089792,2.710309
0.089849,2.646804
0.089906,2.576296
0.089964,2.502861
0.090021,2.432588
0.090078,2.373451
0.090135,2.334225
0.090193,2.322283
0.090250,2.340956
0.090307,2.387991
0.090365,2.456207
0.090422,2.535797
0.090479,2.616922
0.090536,2.691692
0.090594,2.755297
0.090651,2.806095
0.090708,2.844742
0.090766,2.872870
0.090823,2.892003
0.090880,2.903188
0.090938,2.907230
0.090995,2.905096
0.091052,2.898185
0.091109,2.888426
0.091167,2.878100
0.091224,2.869406
0.091281,2.863993
0.091339,2.862718
0.091396,2.865621
0.091453,2.871937
0.091510,2.880086
0.091568,2.887883
0.091625,2.893130
0.091682,2.894332
0.091740,2.890987
0.091797,2.883273
0.091854,2.871619
0.091911,2.856637
0.091969,2.839405
0.092026,2.821729
0.092083,2.806160
0.092141,2.795638
0.092198,2.792709
0.092255,2.798408
0.092312,2.811284
0.092370,2.827221
0.092427,2.840341
0.092484,2.844678
0.092542,2.835955
0.092599,2.812864
0.092656,2.777482
0.092714,2.734658
0.092771,2.690628
0.092828,2.651434
0.092885,2.621746
0.092943,2.604468
0.093000,2.600979
0.093057,2.611451
0.093115,2.634796
0.093172,2.668446
0.093229,2.708577
0.093286,2.750878
0.093344,2.791416
0.093401,2.827170
0.093458,2.856147
0.093516,2.877229
0.093573,2.889839
0.093630,2.893599
0.093688,2.888179
0.093745,2.873415
0.093802,2.849511
0.093859,2.817018
0.093917,2.776570
0.093974,2.728673
0.094031,2.673873
0.094089,2.613359
0.094146,2.549671
0.094203,2.487068
0.094260,2.431299
0.094318,2.388678
0.094375,2.364672
0.094432,2.362414
0.094490,2.381753
0.094547,2.419272
0.094604,2.469225
0.094661,2.524977
0.094719,2.580471
0.094776,2.631454
0.094833,2.676169
0.094891,2.715208
0.094948,2.750499
0.095005,2.783900
0.095062,2.816091
0.095120,2.846166
0.095177,2.871898
0.095234,2.890364
0.095292,2.898660
0.095349,2.894538
0.095406,2.876891
0.095464,2.846035
0.095521,2.803753
0.095578,2.753159
0.095635,2.698480
0.095693,2.644821
0.095750,2.597853
0.095807,2.563265
0.095865,2.545822
0.095922,2.548130
0.095979,2.569572
0.096036,2.606126
0.096094,2.651322
0.096151,2.697897
0.096208,2.739367
0.096266,2.771029
0.096323,2.790427
0.096380,2.797470
0.096437,2.794306
0.096495,2.784864
0.096552,2.774000
0.096609,2.766376
0.096667,2.765427
0.096724,2.772678
0.096781,2.787498
0.096839,2.807280
0.096896,2.828063
0.096953,2.845574
0.097010,2.856458
0.097068,2.859268
0.097125,2.854775
0.097182,2.845467
0.097240,2.834549
0.097297,2.824891
0.097354,2.818333
0.097411,2.815476
0.097469,2.815919
0.097526,2.818732
0.097583,2.822936
0.097641,2.827788
0.097698,2.832824
0.097755,2.837724
0.097812,2.842159
0.097870,2.845822
0.097927,2.848641
0.097984,2.850990
0.098042,2.853596
0.098099,2.857096
0.098156,2.861446
0.098214,2.865494
0.098271,2.866890
0.098328,2.862307
0.098385,2.847860
0.098443,2.819608
0.098500,2.774051
0.098557,2.708573
0.098615,2.621833
0.098672,2.514161
0.098729,2.387972
0.098786,2.248161
0.098844,2.102368
0.098901,1.961012
0.098958,1.836986
0.099016,1.744703
0.099073,1.697882
0.099130,1.705709
0.099187,1.768827
0.099245,1.878137
0.099302,2.017607
0.099359,2.169078
0.099417,2.316486
0.099474,2.448431
0.099531,2.558969
0.099589,2.646957
0.099646,2.714575
0.099703,2.765696
0.099760,2.804520
0.099818,2.834624
0.099875,2.858455
0.099932,2.877277
0.099990,2.891468
0.100047,2.900981
0.100104,2.905762
0.100161,2.905989
0.100219,2.902116
0.100276,2.894841
0.100333,2.885069
0.100391,2.873924
0.100448,2.862744
0.100505,2.852981
0.100562,2.845977
0.100620,2.842692
0.100677,2.843466
0.100734,2.847909
0.100792,2.854904
0.100849,2.862728
0.100906,2.869284
0.100964,2.872414
0.101021,2.870274
0.101078,2.861690
0.101135,2.846445
0.101193,2.825414
0.101250,2.800498
0.101307,2.774332
0.101365,2.749842
0.101422,2.729765
0.101479,2.716254
0.101536,2.710605
0.101594,2.713070
0.101651,2.722684
0.101708,2.737134
0.101766,2.752818
0.101823,2.765286
0.101880,2.770101
0.101938,2.763894
0.101995,2.745235
0.102052,2.715038
0.102109,2.676408
0.102167,2.634079
0.102224,2.593600
0.102281,2.560401
0.102339,2.538875
0.102396,2.531660
0.102453,2.539294
0.102510,2.560385
0.102568,2.592176
0.102625,2.631274
0.102682,2.674256
0.102740,2.718043
0.102797,2.760037
0.102854,2.798152
0.102911,2.830827
0.102969,2.857054
0.103026,2.876428
0.103083,2.889143
0.103141,2.895899
0.103198,2.897686
0.103255,2.895470
0.103313,2.889885
0.103370,2.881000
0.103427,2.868256
0.103484,2.850582
0.103542,2.826660
0.103599,2.795291
0.103656,2.755761
0.103714,2.708124
0.103771,2.653327
0.103828,2.593165
0.103885,2.530118
0.103943,2.467129
0.104000,2.407385
0.104057,2.354117
0.104115,2.310418
0.104172,2.279056
0.104229,2.262244
0.104286,2.261341
0.104344,2.276527
0.104401,2.306575
0.104458,2.348874
0.104516,2.399808
0.104573,2.455423
0.104630,2.512126
0.104687,2.567187
0.104745,2.618899
0.104802,2.666437
0.104859,2.709566
0.104917,2.748349
0.104974,2.782924
0.105031,2.813358
0.105089,2.839554
0.105146,2.861215
0.105203,2.877852
0.105260,2.888859
0.105318,2.893621
0.105375,2.891651
0.105432,2.882736
0.105490,2.867062
0.105547,2.845305
0.105604,2.818678
0.105661,2.788912
0.105719,2.758188
0.105776,2.729003
0.105833,2.703953
0.105891,2.685443
0.105948,2.675339
0.106005,2.674643
0.106062,2.683294
0.106120,2.700149
0.106177,2.723171
0.106234,2.749743
0.106292,2.777031
0.106349,2.802314
0.106406,2.823270
0.106464,2.838186
0.106521,2.846093
0.106578,2.846824
0.106635,2.840972
0.106693,2.829782
0.106750,2.814968
0.106807,2.798509
0.106865,2.782448
0.106922,2.768699
0.106979,2.758863
0.107036,2.754066
0.107094,2.754812
0.107151,2.760908
0.107208,2.771491
0.107266,2.785164
0.107323,2.800241
0.107380,2.815043
0.107437,2.828168
0.107495,2.838675
0.107552,2.846131
0.107609,2.850545
0.107667,2.852235
0.107724,2.851710
0.107781,2.849589
0.107839,2.846555
0.107896,2.843310
0.107953,2.840507
0.108010,2.838666
0.108068,2.838106
0.108125,2.838920
0.108182,2.841001
0.108240,2.844112
0.108297,2.847978
0.108354,2.852362
0.108411,2.857102
0.108469,2.862114
0.108526,2.867342
0.108583,2.872707
0.108641,2.878043
0.108698,2.883065
0.108755,2.887349
0.108812,2.890350
0.108870,2.891431
0.108927,2.889887
0.108984,2.884968
0.109042,2.875868
0.109099,2.861732
0.109156,2.841674
0.109214,2.814851
0.109271,2.780583
0.109328,2.738527
0.109385,2.688867
0.109443,2.632473
0.109500,2.570992
0.109557,2.506811
0.109615,2.442918
0.109672,2.382639
0.109729,2.329329
0.109786,2.286012
0.109844,2.255058
0.109901,2.237927
0.109958,2.235074
0.110016,2.246034
0.110073,2.269646
0.110130,2.304314
0.110187,2.348192
0.110245,2.399245
0.110302,2.455228
0.110359,2.513688
0.110417,2.572057
0.110474,2.627886
0.110531,2.679142
0.110589,2.724448
0.110646,2.763161
0.110703,2.795278
0.110760,2.821254
0.110818,2.841801
0.110875,2.857740
0.110932,2.869908
0.110990,2.879097
0.111047,2.886016
0.111104,2.891249
0.111161,2.895234
0.111219,2.898256
0.111276,2.900463
0.111333,2.901905
0.111391,2.902584
0.111448,2.902510
0.111505,2.901730
0.111562,2.900343
0.111620,2.898486
0.111677,2.896302
0.111734,2.893920
0.111792,2.891433
0.111849,2.888893
0.111906,2.886322
0.111964,2.883720
0.112021,2.881076
0.112078,2.878372
0.112135,2.875570
0.112193,2.872600
0.112250,2.869343
0.112307,2.865636
0.112365,2.861293
0.112422,2.856149
0.112479,2.850119
0.112536,2.843243
0.112594,2.835700
0.112651,2.827786
0.112708,2.819861
0.112766,2.812281
0.112823,2.805342
0.112880,2.799245
0.112937,2.794076
0.112995,2.789821
0.113052,2.786409
0.113109,2.783764
0.113167,2.781872
0.113224,2.780807
0.113281,2.780715
0.113339,2.781746
0.113396,2.783958
0.113453,2.787232
0.113510,2.791230
0.113568,2.795430
0.113625,2.799235
0.113682,2.802114
0.113740,2.803726
0.113797,2.803981
0.113854,2.803026
0.113911,2.801188
0.113969,2.798894
0.114026,2.796604
0.114083,2.794771
0.114141,2.793818
0.114198,2.794128
0.114255,2.796029
0.114312,2.799765
0.114370,2.805453
0.114427,2.813030
0.114484,2.822218
0.114542,2.832534
0.114599,2.843361
0.114656,2.854058
0.114714,2.864084
0.114771,2.873076
0.114828,2.880848
0.114885,2.887337
0.114943,2.892503
0.115000,2.896230
0.115057,2.898272
0.115115,2.898263
0.115172,2.895795
0.115229,2.890539
0.115286,2.882360
0.115344,2.871376
0.115401,2.857949
0.115458,2.842601
0.115516,2.825905
0.115573,2.808376
0.115630,2.790407
0.115687,2.772253
0.115745,2.754060
0.115802,2.735923
0.115859,2.717935
0.115917,2.700210
0.115974,2.682879
0.116031,2.666044
0.116089,2.649743
0.116146,2.633924
0.116203,2.618482
0.116260,2.603337
0.116318,2.588552
0.116375,2.574454
0.116432,2.561730
0.116490,2.551450
0.116547,2.545001
0.116604,2.543904
0.116661,2.549530
0.116719,2.562750
0.116776,2.583630
0.116833,2.611277
0.116891,2.643930
0.116948,2.679287
0.117005,2.714946
0.117062,2.748807
0.117120,2.779339
0.117177,2.805656
0.117234,2.827453
0.117292,2.844863
0.117349,2.858287
0.117406,2.868250
0.117464,2.875301
0.117521,2.879947
0.117578,2.882635
0.117635,2.883746
0.117693,2.883599
0.117750,2.882456
0.117807,2.880526
0.117865,2.877975
0.117922,2.874944
0.117979,2.871580
0.118036,2.868054
0.118094,2.864590
0.118151,2.861449
0.118208,2.858896
0.118266,2.857139
0.118323,2.856259
0.118380,2.856155
0.118438,2.856538
0.118495,2.856967
0.118552,2.856947
0.118609,2.856044
0.118667,2.854005
0.118724,2.850830
0.118781,2.846787
0.118839,2.842372
0.118896,2.838210
0.118953,2.834939
0.119010,2.833108
0.119068,2.833086
0.119125,2.835017
0.119182,2.838800
0.119240,2.844084
0.119297,2.850293
0.119354,2.856657
0.119411,2.862273
0.119469,2.866178
0.119526,2.867442
0.119583,2.865264
0.119641,2.859069
0.119698,2.848590
0.119755,2.833935
0.119813,2.815620
0.119870,2.794569
0.119927,2.772059
0.119984,2.749644
0.120042,2.729020
0.120099,2.711877
0.120156,2.699711
0.120214,2.693631
0.120271,2.694185
0.120328,2.701257
0.120385,2.714053
0.120443,2.731207
0.120500,2.750995
0.120557,2.771594
0.120615,2.791345
0.120672,2.808949
0.120729,2.823571
0.120786,2.834854
0.120844,2.842857
0.120901,2.847945
0.120958,2.850678
0.121016,2.851699
0.121073,2.851648
0.121130,2.851092
0.121188,2.850480
0.121245,2.850122
0.121302,2.850174
0.121359,2.850653
0.121417,2.851462
0.121474,2.852439
0.121531,2.853410
0.121589,2.854254
0.121646,2.854956
