Period(hours),RMSE
1.262900,7.721149
1.264000,7.702629
1.265100,7.716319
1.266200,7.713307
1.267300,7.728143
1.268400,7.725675
1.269500,7.706262
1.270600,7.673464
1.271700,7.669935
1.272800,7.654157
1.273900,7.679362
1.275000,7.696679
1.276100,7.702703
1.277200,7.668666
1.278300,7.671147
1.279400,7.681733
1.280500,7.703583
1.281600,7.703912
1.282700,7.711767
1.283800,7.709750
1.284900,7.734194
1.286000,7.745007
1.287100,7.709549
1.288200,7.706853
1.289300,7.735428
1.290400,7.722602
1.291500,7.721889
1.292600,7.726050
1.293700,7.736336
1.294800,7.724287
1.295900,7.685615
1.297000,7.681395
1.298100,7.685465
1.299200,7.688465
1.300300,7.695849
1.301400,7.705393
1.302500,7.725660
1.303600,7.710452
1.304700,7.669954
1.305800,7.676823
1.306900,7.681966
1.308000,7.691160
1.309100,7.698962
1.310200,7.665700
1.311300,7.668406
1.312400,7.729070
1.313500,7.714101
1.314600,7.710617
1.315700,7.704846
1.316800,7.700918
1.317900,7.685986
1.319000,7.674440
1.320100,7.689557
1.321200,7.634413
1.322300,7.577590
1.323400,7.607845
1.324500,7.556308
1.325600,7.507666
1.326700,7.573285
1.327800,7.613653
1.328900,7.579345
1.330000,7.677509
1.331100,7.722746
1.332200,7.690300
1.333300,7.648378
1.334400,7.670355
1.335500,7.696391
1.336600,7.669771
1.337700,7.669837
1.338800,7.708838
1.339900,7.637257
1.341000,7.596463
1.342100,7.626150
1.343200,7.585286
1.344300,7.584603
1.345400,7.641338
1.346500,7.672881
1.347600,7.632754
1.348700,7.693219
1.349800,7.732485
1.350900,7.718484
1.352000,7.623591
1.353100,7.650285
1.354200,7.723655
1.355300,7.694879
1.356400,7.688610
1.357500,7.737013
1.358600,7.732523
1.359700,7.700186
1.360800,7.693962
1.361900,7.662715
1.363000,7.663656
1.364100,7.697467
1.365200,7.722355
1.366300,7.718624
1.367400,7.693364
1.368500,7.663312
1.369600,7.674177
1.370700,7.650678
1.371800,7.605628
1.372900,7.642850
1.374000,7.663878
1.375100,7.680791
1.376200,7.711682
1.377300,7.713962
1.378400,7.700080
1.379500,7.715784
1.380600,7.678701
1.381700,7.632120
1.382800,7.649635
1.383900,7.681526
1.385000,7.672068
1.386100,7.686431
1.387200,7.649447
1.388300,7.620247
1.389400,7.634352
1.390500,7.653574
1.391600,7.673071
1.392700,7.667113
1.393800,7.644460
1.394900,7.651167
1.396000,7.711467
1.397100,7.699606
1.398200,7.656204
1.399300,7.663021
1.400400,7.629407
1.401500,7.584313
1.402600,7.575267
1.403700,7.616357
1.404800,7.633917
1.405900,7.660493
1.407000,7.649430
1.408100,7.633805
1.409200,7.674150
1.410300,7.683411
1.411400,7.682599
1.412500,7.690308
1.413600,7.682659
1.414700,7.661846
1.415800,7.678970
1.416900,7.729827
1.418000,7.717822
1.419100,7.708075
1.420200,7.684188
1.421300,7.644437
1.422400,7.631205
1.423500,7.638383
1.424600,7.656329
1.425700,7.683764
1.426800,7.722331
1.427900,7.715470
1.429000,7.697408
1.430100,7.712138
1.431200,7.703849
1.432300,7.689079
1.433400,7.689138
1.434500,7.670070
1.435600,7.686525
1.436700,7.715367
1.437800,7.735626
1.438900,7.729593
1.440000,7.723608
1.441100,7.711119
1.442200,7.680217
1.443300,7.674003
1.444400,7.687308
1.445500,7.696918
1.446600,7.698193
1.447700,7.702353
1.448800,7.723467
1.449900,7.721141
1.451000,7.711154
1.452100,7.667819
1.453200,7.654228
1.454300,7.673387
1.455400,7.692377
1.456500,7.676265
1.457600,7.692798
1.458700,7.716667
1.459800,7.726309
1.460900,7.722409
1.462000,7.715830
1.463100,7.706848
1.464200,7.688266
1.465300,7.692376
1.466400,7.707042
1.467500,7.716732
1.468600,7.715782
1.469700,7.691966
1.470800,7.686882
1.471900,7.714716
1.473000,7.723849
1.474100,7.677313
1.475200,7.635634
1.476300,7.658187
1.477400,7.694817
1.478500,7.697073
1.479600,7.698675
1.480700,7.709469
1.481800,7.719262
1.482900,7.724866
1.484000,7.728782
1.485100,7.731874
1.486200,7.726112
1.487300,7.716136
1.488400,7.721381
1.489500,7.721657
1.490600,7.730380
1.491700,7.725880
1.492800,7.707428
1.493900,7.710591
1.495000,7.712587
1.496100,7.695720
1.497200,7.638881
1.498300,7.621970
1.499400,7.647418
1.500500,7.668975
1.501600,7.672625
1.502700,7.680160
1.503800,7.688610
1.504900,7.694560
1.506000,7.696384
1.507100,7.701581
1.508200,7.705210
1.509300,7.699415
1.510400,7.697150
1.511500,7.704914
1.512600,7.703168
1.513700,7.697047
1.514800,7.688818
1.515900,7.689474
1.517000,7.707526
1.518100,7.700808
1.519200,7.676921
1.520300,7.635686
1.521400,7.614526
1.522500,7.645638
1.523600,7.669128
1.524700,7.677454
1.525800,7.681924
1.526900,7.689986
1.528000,7.696575
1.529100,7.687882
1.530200,7.671593
1.531300,7.678035
1.532400,7.671464
1.533500,7.657629
1.534600,7.662436
1.535700,7.676543
1.536800,7.691343
1.537900,7.689027
1.539000,7.674730
1.540100,7.698608
1.541200,7.727850
1.542300,7.727032
1.543400,7.719117
1.544500,7.689658
1.545600,7.686376
1.546700,7.718119
1.547800,7.733520
1.548900,7.736102
1.550000,7.733626
1.551100,7.723859
1.552200,7.731332
1.553300,7.723828
1.554400,7.692464
1.555500,7.690101
1.556600,7.692022
1.557700,7.684518
1.558800,7.698958
1.559900,7.714196
1.561000,7.726113
1.562100,7.737501
1.563200,7.720707
1.564300,7.718116
1.565400,7.739893
1.566500,7.737680
1.567600,7.719692
1.568700,7.697316
1.569800,7.671445
1.570900,7.683270
1.572000,7.708736
1.573100,7.717862
1.574200,7.711212
1.575300,7.686434
1.576400,7.666973
1.577500,7.700703
1.578600,7.737908
1.579700,7.751543
1.580800,7.753346
1.581900,7.741688
1.583000,7.730257
1.584100,7.740663
1.585200,7.749103
1.586300,7.755302
1.587400,7.750607
1.588500,7.712804
1.589600,7.679386
1.590700,7.680403
1.591800,7.678071
1.592900,7.663327
1.594000,7.636575
1.595100,7.604826
1.596200,7.579321
1.597300,7.573335
1.598400,7.585599
1.599500,7.617255
1.600600,7.652329
1.601700,7.668428
1.602800,7.675184
1.603900,7.695376
1.605000,7.713718
1.606100,7.719743
1.607200,7.709792
1.608300,7.699678
1.609400,7.699858
1.610500,7.691321
1.611600,7.674344
1.612700,7.675782
1.613800,7.688530
1.614900,7.686358
1.616000,7.681709
1.617100,7.675713
1.618200,7.663521
1.619300,7.650427
1.620400,7.633148
1.621500,7.625654
1.622600,7.642201
1.623700,7.653205
1.624800,7.652382
1.625900,7.656317
1.627000,7.665394
1.628100,7.669278
1.629200,7.690559
1.630300,7.710010
1.631400,7.706644
1.632500,7.681482
1.633600,7.635493
1.634700,7.590326
1.635800,7.587819
1.636900,7.617694
1.638000,7.639889
1.639100,7.649387
1.640200,7.663587
1.641300,7.677281
1.642400,7.684162
1.643500,7.695555
1.644600,7.704692
1.645700,7.718765
1.646800,7.738714
1.647900,7.735182
1.649000,7.719466
1.650100,7.718994
1.651200,7.732079
1.652300,7.740035
1.653400,7.744218
1.654500,7.742415
1.655600,7.728591
1.656700,7.717525
1.657800,7.714216
1.658900,7.701822
1.660000,7.691361
1.661100,7.674286
1.662200,7.646123
1.663300,7.622980
1.664400,7.618810
1.665500,7.627035
1.666600,7.638079
1.667700,7.660054
1.668800,7.691105
1.669900,7.715373
1.671000,7.727700
1.672100,7.725090
1.673200,7.707154
1.674300,7.696785
1.675400,7.703483
1.676500,7.697000
1.677600,7.684095
1.678700,7.675319
1.679800,7.670719
1.680900,7.664813
1.682000,7.654631
1.683100,7.655075
1.684200,7.672073
1.685300,7.688773
1.686400,7.695312
1.687500,7.697743
1.688600,7.696454
1.689700,7.701109
1.690800,7.707919
1.691900,7.712858
1.693000,7.712180
1.694100,7.716378
1.695200,7.722302
1.696300,7.715697
1.697400,7.707460
1.698500,7.716809
1.699600,7.736902
1.700700,7.745527
1.701800,7.737898
1.702900,7.715082
1.704000,7.677034
1.705100,7.640371
1.706200,7.622418
1.707300,7.612389
1.708400,7.606058
1.709500,7.612923
1.710600,7.631572
1.711700,7.650524
1.712800,7.669344
1.713900,7.697072
1.715000,7.716823
1.716100,7.718242
1.717200,7.725311
1.718300,7.736971
1.719400,7.726259
1.720500,7.713265
1.721600,7.708447
1.722700,7.699507
1.723800,7.696488
1.724900,7.708436
1.726000,7.714840
1.727100,7.698925
1.728200,7.683336
1.729300,7.696173
1.730400,7.722890
1.731500,7.734958
1.732600,7.745719
1.733700,7.741717
1.734800,7.712785
1.735900,7.698035
1.737000,7.702463
1.738100,7.695613
1.739200,7.684706
1.740300,7.696858
1.741400,7.724796
1.742500,7.742378
1.743600,7.749325
1.744700,7.752811
1.745800,7.738097
1.746900,7.715416
1.748000,7.721601
1.749100,7.734217
1.750200,7.714572
1.751300,7.675438
1.752400,7.652275
1.753500,7.633932
1.754600,7.623492
1.755700,7.630175
1.756800,7.637759
1.757900,7.630927
1.759000,7.633646
1.760100,7.662590
1.761200,7.693540
1.762300,7.709520
1.763400,7.720110
1.764500,7.734177
1.765600,7.722453
1.766700,7.692275
1.767800,7.688082
1.768900,7.692639
1.770000,7.681398
1.771100,7.672104
1.772200,7.686898
1.773300,7.711259
1.774400,7.719008
1.775500,7.728982
1.776600,7.741894
1.777700,7.729560
1.778800,7.707017
1.779900,7.709739
1.781000,7.712434
1.782100,7.674126
1.783200,7.628515
1.784300,7.614390
1.785400,7.607670
1.786500,7.599223
1.787600,7.606300
1.788700,7.621499
1.789800,7.618092
1.790900,7.605155
1.792000,7.633358
1.793100,7.680786
1.794200,7.702941
1.795300,7.705390
1.796400,7.717554
1.797500,7.726278
1.798600,7.700429
1.799700,7.666574
1.800800,7.658202
1.801900,7.655914
1.803000,7.648198
1.804100,7.662767
1.805200,7.701894
1.806300,7.725663
1.807400,7.718203
1.808500,7.717611
1.809600,7.730848
1.810700,7.727396
1.811800,7.717049
1.812900,7.726807
1.814000,7.736010
1.815100,7.708594
1.816200,7.671853
1.817300,7.663368
1.818400,7.660669
1.819500,7.652466
1.820600,7.653127
1.821700,7.663549
1.822800,7.664007
1.823900,7.647382
1.825000,7.646177
1.826100,7.672265
1.827200,7.685300
1.828300,7.674330
1.829400,7.664999
1.830500,7.683766
1.831600,7.709208
1.832700,7.712244
1.833800,7.705921
1.834900,7.695070
1.836000,7.667098
1.837100,7.638487
1.838200,7.645759
1.839300,7.687177
1.840400,7.708205
1.841500,7.686678
1.842600,7.677904
1.843700,7.702404
1.844800,7.711060
1.845900,7.694081
1.847000,7.679199
1.848100,7.666446
1.849200,7.624067
1.850300,7.573797
1.851400,7.567599
1.852500,7.593797
1.853600,7.598429
1.854700,7.579328
1.855800,7.565655
1.856900,7.565062
1.858000,7.560458
1.859100,7.550762
1.860200,7.566502
1.861300,7.601249
1.862400,7.611043
1.863500,7.595253
1.864600,7.582861
1.865700,7.589173
1.866800,7.593664
1.867900,7.585122
1.869000,7.582523
1.870100,7.584445
1.871200,7.571159
1.872300,7.556653
1.873400,7.571432
1.874500,7.610726
1.875600,7.630013
1.876700,7.607574
1.877800,7.592216
1.878900,7.622573
1.880000,7.658030
1.881100,7.666805
1.882200,7.664441
1.883300,7.657792
1.884400,7.633365
1.885500,7.594600
1.886600,7.571875
1.887700,7.585243
1.888800,7.612553
1.889900,7.622323
1.891000,7.618068
1.892100,7.614162
1.893200,7.607112
1.894300,7.583945
1.895400,7.554181
1.896500,7.545686
1.897600,7.548257
1.898700,7.533160
1.899800,7.514664
1.900900,7.511514
1.902000,7.525092
1.903100,7.535608
1.904200,7.533162
1.905300,7.534413
1.906400,7.549564
1.907500,7.568708
1.908600,7.581590
1.909700,7.599080
1.910800,7.634227
1.911900,7.672701
1.913000,7.681716
1.914100,7.672417
1.915200,7.675381
1.916300,7.691276
1.917400,7.701455
1.918500,7.706161
1.919600,7.714786
1.920700,7.722583
1.921800,7.713908
1.922900,7.697530
1.924000,7.691547
1.925100,7.696572
1.926200,7.704643
1.927300,7.706793
1.928400,7.709829
1.929500,7.722452
1.930600,7.737551
1.931700,7.738563
1.932800,7.725671
1.933900,7.715055
1.935000,7.706525
1.936100,7.690322
1.937200,7.675455
1.938300,7.674448
1.939400,7.683566
1.940500,7.691556
1.941600,7.690815
1.942700,7.687107
1.943800,7.686535
1.944900,7.685259
1.946000,7.678011
1.947100,7.671292
1.948200,7.678307
1.949300,7.693800
1.950400,7.699966
1.951500,7.687010
1.952600,7.665554
1.953700,7.643028
1.954800,7.610252
1.955900,7.569852
1.957000,7.538337
1.958100,7.521005
1.959200,7.509843
1.960300,7.498264
1.961400,7.491167
1.962500,7.495168
1.963600,7.508826
1.964700,7.526950
1.965800,7.545689
1.966900,7.566876
1.968000,7.596468
1.969100,7.631186
1.970200,7.659903
1.971300,7.679964
1.972400,7.695337
1.973500,7.705326
1.974600,7.705247
1.975700,7.695623
1.976800,7.683284
1.977900,7.673001
1.979000,7.660124
1.980100,7.632712
1.981200,7.591345
1.982300,7.546491
1.983400,7.499806
1.984500,7.446663
1.985600,7.384872
1.986700,7.325491
1.987800,7.287353
1.988900,7.274009
1.990000,7.257574
1.991100,7.214516
1.992200,7.165627
1.993300,7.124391
1.994400,7.083588
1.995500,7.039154
1.996600,7.004589
1.997700,6.990788
1.998800,6.994963
1.999900,7.004184
2.001000,7.016208
2.002100,7.041107
2.003200,7.079250
2.004300,7.127384
2.005400,7.184178
2.006500,7.247869
2.007600,7.316626
2.008700,7.386993
2.009800,7.450731
2.010900,7.496392
2.012000,7.519119
2.013100,7.524619
2.014200,7.515105
2.015300,7.488232
2.016400,7.445124
2.017500,7.391174
2.018600,7.331700
2.019700,7.268931
2.020800,7.199140
2.021900,7.118104
2.023000,7.031208
2.024100,6.950388
2.025200,6.881850
2.026300,6.822861
2.027400,6.771552
2.028500,6.741579
2.029600,6.745409
2.030700,6.771760
2.031800,6.797169
2.032900,6.805012
2.034000,6.818397
2.035100,6.851519
2.036200,6.897451
2.037300,6.950331
2.038400,7.007862
2.039500,7.071948
2.040600,7.139503
2.041700,7.200237
2.042800,7.246510
2.043900,7.286773
2.045000,7.330934
2.046100,7.381445
2.047200,7.438633
2.048300,7.497783
2.049400,7.551226
2.050500,7.596448
2.051600,7.632417
2.052700,7.651117
2.053800,7.641597
2.054900,7.605208
2.056000,7.554077
2.057100,7.494658
2.058200,7.426313
2.059300,7.350798
2.060400,7.274477
2.061500,7.201542
2.062600,7.134935
2.063700,7.074526
2.064800,7.019741
2.065900,6.974940
2.067000,6.946426
2.068100,6.937994
2.069200,6.950936
2.070300,6.984586
2.071400,7.037401
2.072500,7.106818
2.073600,7.187030
2.074700,7.270469
2.075800,7.346969
2.076900,7.406788
2.078000,7.451259
2.079100,7.488713
2.080200,7.523640
2.081300,7.553826
2.082400,7.575678
2.083500,7.588811
2.084600,7.594623
2.085700,7.592554
2.086800,7.580005
2.087900,7.558211
2.089000,7.535754
2.090100,7.522491
2.091200,7.523154
2.092300,7.536124
2.093400,7.554467
2.094500,7.569907
2.095600,7.576695
2.096700,7.571819
2.097800,7.553486
2.098900,7.519270
2.100000,7.472326
2.101100,7.428112
2.102200,7.405080
2.103300,7.409021
2.104400,7.431855
2.105500,7.461949
2.106600,7.493669
2.107700,7.526103
2.108800,7.556580
2.109900,7.581662
2.111000,7.600735
2.112100,7.617428
2.113200,7.636161
2.114300,7.657228
2.115400,7.675183
2.116500,7.681196
2.117600,7.668889
2.118700,7.640091
2.119800,7.603174
2.120900,7.560953
2.122000,7.501467
2.123100,7.411585
2.124200,7.295354
2.125300,7.165233
2.126400,7.028330
2.127500,6.890154
2.128600,6.756869
2.129700,6.630930
2.130800,6.515437
2.131900,6.413687
2.133000,6.326444
2.134100,6.256054
2.135200,6.208374
2.136300,6.189646
2.137400,6.203626
2.138500,6.251245
2.139600,6.330219
2.140700,6.432767
2.141800,6.546210
2.142900,6.662645
2.144000,6.783461
2.145100,6.911228
2.146200,7.038444
2.147300,7.152882
2.148400,7.253985
2.149500,7.353876
2.150600,7.459071
2.151700,7.560577
2.152800,7.641597
2.153900,7.689428
2.155000,7.701601
2.156100,7.683661
2.157200,7.637945
2.158300,7.562468
2.159400,7.461595
2.160500,7.346746
2.161600,7.227946
2.162700,7.108410
2.163800,6.984473
2.164900,6.849733
2.166000,6.704357
2.167100,6.555859
2.168200,6.402558
2.169300,6.234591
2.170400,6.043165
2.171500,5.829681
2.172600,5.609256
2.173700,5.400207
2.174800,5.213060
2.175900,5.049885
2.177000,4.913599
2.178100,4.812638
2.179200,4.755001
2.180300,4.746769
2.181400,4.791989
2.182500,4.889470
2.183600,5.034373
2.184700,5.220939
2.185800,5.441876
2.186900,5.686468
2.188000,5.942299
2.189100,6.197833
2.190200,6.442892
2.191300,6.669850
2.192400,6.876431
2.193500,7.063643
2.194600,7.226572
2.195700,7.353684
2.196800,7.438336
2.197900,7.485353
2.199000,7.506755
2.200100,7.512528
2.201200,7.503511
2.202300,7.470331
2.203400,7.403502
2.204500,7.305203
2.205600,7.184563
2.206700,7.047381
2.207800,6.895169
2.208900,6.730636
2.210000,6.559685
2.211100,6.389341
2.212200,6.226489
2.213300,6.077752
2.214400,5.945913
2.215500,5.826708
2.216600,5.714754
2.217700,5.608859
2.218800,5.513377
2.219900,5.436734
2.221000,5.384536
2.222100,5.358754
2.223200,5.360600
2.224300,5.393811
2.225400,5.461043
2.226500,5.556243
2.227600,5.669768
2.228700,5.796075
2.229800,5.931738
2.230900,6.074758
2.232000,6.225945
2.233100,6.386204
2.234200,6.554060
2.235300,6.726958
2.236400,6.900760
2.237500,7.068598
2.238600,7.224211
2.239700,7.363816
2.240800,7.483796
2.241900,7.580039
2.243000,7.650920
2.244100,7.699069
2.245200,7.726131
2.246300,7.729102
2.247400,7.705906
2.248500,7.659279
2.249600,7.594448
2.250700,7.516897
2.251800,7.430475
2.252900,7.336147
2.254000,7.233535
2.255100,7.123447
2.256200,7.009562
2.257300,6.897780
2.258400,6.794430
2.259500,6.705342
2.260600,6.636257
2.261700,6.592462
2.262800,6.575802
2.263900,6.583702
2.265000,6.612480
2.266100,6.659907
2.267200,6.723716
2.268300,6.798023
2.269400,6.873335
2.270500,6.943347
2.271600,7.008734
2.272700,7.071938
2.273800,7.132477
2.274900,7.187711
2.276000,7.236441
2.277100,7.279932
2.278200,7.319314
2.279300,7.353794
2.280400,7.379572
2.281500,7.391693
2.282600,7.389241
2.283700,7.375752
2.284800,7.355371
2.285900,7.330452
2.287000,7.301966
2.288100,7.270900
2.289200,7.238209
2.290300,7.203995
2.291400,7.168150
2.292500,7.131574
2.293600,7.096289
2.294700,7.063548
2.295800,7.031837
2.296900,6.998676
2.298000,6.964340
2.299100,6.932556
2.300200,6.907493
2.301300,6.890837
2.302400,6.882678
2.303500,6.883844
2.304600,6.895182
2.305700,6.917984
2.306800,6.954694
2.307900,7.003034
2.309000,7.055621
2.310100,7.107712
2.311200,7.159961
2.312300,7.215079
2.313400,7.275111
2.314500,7.340684
2.315600,7.410272
2.316700,7.480457
2.317800,7.547617
2.318900,7.609070
2.320000,7.662853
2.321100,7.706378
2.322200,7.735011
2.323300,7.742560
2.324400,7.723817
2.325500,7.677173
2.326600,7.605326
2.327700,7.512065
2.328800,7.398700
2.329900,7.264770
2.331000,7.109529
2.332100,6.932058
2.333200,6.731752
2.334300,6.509987
2.335400,6.270613
2.336500,6.020169
2.337600,5.768556
2.338700,5.525171
2.339800,5.296045
2.340900,5.087669
2.342000,4.907489
2.343100,4.762533
2.344200,4.658931
2.345300,4.600394
2.346400,4.587467
2.347500,4.617511
2.348600,4.685592
2.349700,4.786200
2.350800,4.914971
2.351900,5.070144
2.353000,5.250842
2.354100,5.450991
2.355200,5.658164
2.356300,5.862580
2.357400,6.062828
2.358500,6.263040
2.359600,6.465010
2.360700,6.662314
2.361800,6.845009
2.362900,7.007984
2.364000,7.152494
2.365100,7.280957
2.366200,7.393761
2.367300,7.489449
2.368400,7.566063
2.369500,7.621604
2.370600,7.653533
2.371700,7.660023
2.372800,7.641766
2.373900,7.600937
2.375000,7.540016
2.376100,7.461229
2.377200,7.364451
2.378300,7.246356
2.379400,7.102638
2.380500,6.930495
2.381600,6.728605
2.382700,6.497866
2.383800,6.244306
2.384900,5.977115
2.386000,5.702663
2.387100,5.421696
2.388200,5.131074
2.389300,4.826859
2.390400,4.506832
2.391500,4.172322
2.392600,3.828871
2.393700,3.486070
2.394800,3.157104
2.395900,2.858641
2.397000,2.611886
2.398100,2.443216
2.399200,2.380608
2.400300,2.442318
2.401400,2.624321
2.402500,2.903012
2.403600,3.248832
2.404700,3.634228
2.405800,4.035863
2.406900,4.435303
2.408000,4.818580
2.409100,5.176823
2.410200,5.507753
2.411300,5.813857
2.412400,6.097646
2.413500,6.358629
2.414600,6.594356
2.415700,6.805184
2.416800,6.995765
2.417900,7.168760
2.419000,7.320488
2.420100,7.444155
2.421200,7.534619
2.422300,7.590987
2.423400,7.617820
2.424500,7.623154
2.425600,7.612701
2.426700,7.587405
2.427800,7.546251
2.428900,7.488183
2.430000,7.412782
2.431100,7.321498
2.432200,7.217841
2.433300,7.105620
2.434400,6.987384
2.435500,6.864614
2.436600,6.736845
2.437700,6.601099
2.438800,6.455522
2.439900,6.302561
2.441000,6.147431
2.442100,5.996038
2.443200,5.853948
2.444300,5.723249
2.445400,5.601204
2.446500,5.486292
2.447600,5.384360
2.448700,5.303381
2.449800,5.246163
2.450900,5.211091
2.452000,5.195363
2.453100,5.197579
2.454200,5.218546
2.455300,5.259768
2.456400,5.321283
2.457500,5.400499
2.458600,5.493531
2.459700,5.598909
2.460800,5.718568
2.461900,5.855616
2.463000,6.012471
2.464100,6.187348
2.465200,6.372950
2.466300,6.560764
2.467400,6.744463
2.468500,6.918939
2.469600,7.078703
2.470700,7.219338
2.471800,7.339381
2.472900,7.439487
2.474000,7.521315
2.475100,7.587243
2.476200,7.638560
2.477300,7.674118
2.478400,7.693458
2.479500,7.699377
2.480600,7.694281
2.481700,7.677543
2.482800,7.647371
2.483900,7.602619
2.485000,7.543532
2.486100,7.472993
2.487200,7.396712
2.488300,7.320258
2.489400,7.246812
2.490500,7.178526
2.491600,7.117631
2.492700,7.065445
2.493800,7.022086
2.494900,6.987536
2.496000,6.961625
2.497100,6.943355
2.498200,6.931694
2.499300,6.926678
2.500400,6.928583
2.501500,6.937069
2.502600,6.952269
2.503700,6.975235
2.504800,7.006049
2.505900,7.042502
2.507000,7.081084
2.508100,7.118302
2.509200,7.151132
2.510300,7.178306
2.511400,7.201725
2.512500,7.224657
2.513600,7.249187
2.514700,7.276015
2.515800,7.304223
2.516900,7.330890
2.518000,7.352720
2.519100,7.367930
2.520200,7.376270
2.521300,7.377792
2.522400,7.372248
2.523500,7.359692
2.524600,7.340802
2.525700,7.316673
2.526800,7.289091
2.527900,7.260398
2.529000,7.232160
2.530100,7.204115
2.531200,7.174655
2.532300,7.141843
2.533400,7.103802
2.534500,7.059333
2.535600,7.009005
