Period(hours),RMSE
0.069396,5.728900
0.069453,5.759607
0.069510,5.778472
0.069568,5.759686
0.069625,5.768038
0.069682,5.781448
0.069740,5.717159
0.069797,5.699709
0.069854,5.690859
0.069911,5.748012
0.069969,5.734193
0.070026,5.662906
0.070083,5.578829
0.070141,5.451381
0.070198,5.537547
0.070255,5.644776
0.070313,5.747802
0.070370,5.721823
0.070427,5.701775
0.070484,5.708880
0.070542,5.666760
0.070599,5.676795
0.070656,5.701636
0.070714,5.746959
0.070771,5.775698
0.070828,5.755823
0.070885,5.761915
0.070943,5.782924
0.071000,5.760340
0.071057,5.731098
0.071115,5.685935
0.071172,5.717454
0.071229,5.776921
0.071286,5.712895
0.071344,5.672730
0.071401,5.607637
0.071458,5.542795
0.071516,5.610728
0.071573,5.635214
0.071630,5.746515
0.071688,5.733853
0.071745,5.665773
0.071802,5.664111
0.071859,5.697823
0.071917,5.765112
0.071974,5.767602
0.072031,5.766266
0.072089,5.776054
0.072146,5.814131
0.072203,5.781122
0.072260,5.744560
0.072318,5.754640
0.072375,5.699962
0.072432,5.744415
0.072490,5.769879
0.072547,5.754238
0.072604,5.807433
0.072661,5.738959
0.072719,5.731415
0.072776,5.683948
0.072833,5.663501
0.072891,5.719108
0.072948,5.678573
0.073005,5.726844
0.073063,5.766063
0.073120,5.746610
0.073177,5.758104
0.073234,5.674570
0.073292,5.689460
0.073349,5.715893
0.073406,5.768859
0.073464,5.811101
0.073521,5.779951
0.073578,5.799554
0.073635,5.754796
0.073693,5.700132
0.073750,5.747662
0.073807,5.734571
0.073865,5.724472
0.073922,5.744202
0.073979,5.699337
0.074036,5.757910
0.074094,5.750215
0.074151,5.719250
0.074208,5.718959
0.074266,5.636652
0.074323,5.682679
0.074380,5.687208
0.074437,5.760541
0.074495,5.800604
0.074552,5.724717
0.074609,5.740396
0.074667,5.688149
0.074724,5.745087
0.074781,5.744824
0.074839,5.740161
0.074896,5.803102
0.074953,5.740439
0.075010,5.748261
0.075068,5.771389
0.075125,5.710548
0.075182,5.642149
0.075240,5.622819
0.075297,5.579525
0.075354,5.668606
0.075411,5.711406
0.075469,5.694599
0.075526,5.772696
0.075583,5.690169
0.075641,5.681085
0.075698,5.681142
0.075755,5.759902
0.075813,5.754848
0.075870,5.675174
0.075927,5.685108
0.075984,5.763104
0.076042,5.763103
0.076099,5.744767
0.076156,5.687916
0.076214,5.582794
0.076271,5.683184
0.076328,5.690457
0.076385,5.715393
0.076443,5.720791
0.076500,5.752998
0.076557,5.740158
0.076615,5.788009
0.076672,5.764317
0.076729,5.716250
0.076786,5.693327
0.076844,5.702226
0.076901,5.714622
0.076958,5.661261
0.077016,5.722258
0.077073,5.728760
0.077130,5.774530
0.077187,5.768467
0.077245,5.711074
0.077302,5.636905
0.077359,5.788727
0.077417,5.775834
0.077474,5.762377
0.077531,5.721531
0.077589,5.719422
0.077646,5.714516
0.077703,5.809890
0.077760,5.774934
0.077818,5.752344
0.077875,5.739478
0.077932,5.714895
0.077990,5.767712
0.078047,5.770935
0.078104,5.796116
0.078161,5.800197
0.078219,5.761573
0.078276,5.732335
0.078333,5.720180
0.078391,5.618722
0.078448,5.661901
0.078505,5.625127
0.078563,5.664732
0.078620,5.667456
0.078677,5.648164
0.078734,5.591979
0.078792,5.723967
0.078849,5.763745
0.078906,5.786777
0.078964,5.777528
0.079021,5.697550
0.079078,5.500531
0.079135,5.595815
0.079193,5.624413
0.079250,5.688898
0.079307,5.729699
0.079365,5.784175
0.079422,5.695841
0.079479,5.725640
0.079536,5.687769
0.079594,5.675303
0.079651,5.723111
0.079708,5.776261
0.079766,5.760533
0.079823,5.816976
0.079880,5.759699
0.079937,5.766529
0.079995,5.752378
0.080052,5.753157
0.080109,5.733608
0.080167,5.744696
0.080224,5.657523
0.080281,5.607288
0.080339,5.708439
0.080396,5.753252
0.080453,5.759226
0.080510,5.761932
0.080568,5.788846
0.080625,5.767578
0.080682,5.802016
0.080740,5.770123
0.080797,5.728618
0.080854,5.699285
0.080911,5.739384
0.080969,5.753359
0.081026,5.752051
0.081083,5.748250
0.081141,5.765695
0.081198,5.755240
0.081255,5.778688
0.081312,5.758719
0.081370,5.776925
0.081427,5.747980
0.081484,5.715239
0.081542,5.732695
0.081599,5.778235
0.081656,5.773101
0.081714,5.781649
0.081771,5.796776
0.081828,5.762576
0.081885,5.740140
0.081943,5.708385
0.082000,5.666464
0.082057,5.547729
0.082115,5.495459
0.082172,5.587903
0.082229,5.713743
0.082286,5.732823
0.082344,5.728148
0.082401,5.641003
0.082458,5.575246
0.082516,5.612257
0.082573,5.640184
0.082630,5.634855
0.082687,5.681825
0.082745,5.750777
0.082802,5.805910
0.082859,5.814433
0.082917,5.757569
0.082974,5.710537
0.083031,5.726217
0.083089,5.754905
0.083146,5.784828
0.083203,5.798345
0.083260,5.808233
0.083318,5.802295
0.083375,5.714552
0.083432,5.689733
0.083490,5.757760
0.083547,5.808820
0.083604,5.783211
0.083661,5.808583
0.083719,5.772314
0.083776,5.703948
0.083833,5.671188
0.083891,5.693874
0.083948,5.650226
0.084005,5.633808
0.084062,5.655208
0.084120,5.724795
0.084177,5.728933
0.084234,5.658124
0.084292,5.585327
0.084349,5.563576
0.084406,5.571971
0.084464,5.642818
0.084521,5.655343
0.084578,5.659600
0.084635,5.683984
0.084693,5.764225
0.084750,5.804947
0.084807,5.802614
0.084865,5.747368
0.084922,5.633274
0.084979,5.604389
0.085036,5.647936
0.085094,5.687151
0.085151,5.653898
0.085208,5.702720
0.085266,5.786893
0.085323,5.784950
0.085380,5.764225
0.085437,5.717525
0.085495,5.729133
0.085552,5.747794
0.085609,5.765324
0.085667,5.768636
0.085724,5.744824
0.085781,5.710389
0.085839,5.704680
0.085896,5.730117
0.085953,5.715427
0.086010,5.657689
0.086068,5.663510
0.086125,5.673357
0.086182,5.712003
0.086240,5.692579
0.086297,5.646586
0.086354,5.562155
0.086411,5.617534
0.086469,5.672282
0.086526,5.657242
0.086583,5.643502
0.086641,5.699339
0.086698,5.719525
0.086755,5.764082
0.086812,5.762941
0.086870,5.779739
0.086927,5.741076
0.086984,5.756702
0.087042,5.734638
0.087099,5.723959
0.087156,5.708837
0.087214,5.695251
0.087271,5.684003
0.087328,5.693872
0.087385,5.667231
0.087443,5.601256
0.087500,5.512301
0.087557,5.509013
0.087615,5.553372
0.087672,5.599509
0.087729,5.581047
0.087786,5.512858
0.087844,5.560181
0.087901,5.607074
0.087958,5.660895
0.088016,5.682973
0.088073,5.675796
0.088130,5.576338
0.088188,5.483329
0.088245,5.500556
0.088302,5.623462
0.088359,5.691584
0.088417,5.700627
0.088474,5.641320
0.088531,5.570764
0.088589,5.561584
0.088646,5.632133
0.088703,5.707507
0.088760,5.681472
0.088818,5.714412
0.088875,5.752733
0.088932,5.769544
0.088990,5.766404
0.089047,5.780088
0.089104,5.777457
0.089161,5.754322
0.089219,5.733590
0.089276,5.730628
0.089333,5.723974
0.089391,5.718557
0.089448,5.715307
0.089505,5.693666
0.089562,5.688066
0.089620,5.568733
0.089677,5.439610
0.089734,5.435341
0.089792,5.594105
0.089849,5.722029
0.089906,5.739039
0.089964,5.709993
0.090021,5.605847
0.090078,5.535687
0.090135,5.568205
0.090193,5.672878
0.090250,5.676569
0.090307,5.653406
0.090365,5.649258
0.090422,5.627612
0.090479,5.561181
0.090536,5.552593
0.090594,5.605372
0.090651,5.610776
0.090708,5.667945
0.090766,5.709032
0.090823,5.739347
0.090880,5.764486
0.090938,5.749859
0.090995,5.644566
0.091052,5.535090
0.091109,5.524060
0.091167,5.591575
0.091224,5.632128
0.091281,5.699334
0.091339,5.770540
0.091396,5.681203
0.091453,5.524231
0.091510,5.421747
0.091568,5.390783
0.091625,5.336560
0.091682,5.354524
0.091740,5.503100
0.091797,5.659140
0.091854,5.722298
0.091911,5.740917
0.091969,5.656707
0.092026,5.529642
0.092083,5.467713
0.092141,5.496698
0.092198,5.555959
0.092255,5.538419
0.092312,5.428875
0.092370,5.265788
0.092427,5.211151
0.092484,5.356906
0.092542,5.636664
0.092599,5.727678
0.092656,5.707174
0.092714,5.737525
0.092771,5.748878
0.092828,5.670187
0.092885,5.601165
0.092943,5.629801
0.093000,5.686934
0.093057,5.679413
0.093115,5.701181
0.093172,5.770780
0.093229,5.752859
0.093286,5.658927
0.093344,5.626644
0.093401,5.635306
0.093458,5.630295
0.093516,5.592000
0.093573,5.486107
0.093630,5.408124
0.093688,5.421178
0.093745,5.518742
0.093802,5.659227
0.093859,5.669276
0.093917,5.609172
0.093974,5.466506
0.094031,5.156950
0.094089,4.938403
0.094146,4.980563
0.094203,5.249265
0.094260,5.459778
0.094318,5.630891
0.094375,5.761198
0.094432,5.716490
0.094490,5.423615
0.094547,5.119298
0.094604,5.083489
0.094661,5.209469
0.094719,5.262108
0.094776,5.406277
0.094833,5.553158
0.094891,5.662186
0.094948,5.725460
0.095005,5.740909
0.095062,5.728516
0.095120,5.683928
0.095177,5.646931
0.095234,5.691494
0.095292,5.750366
0.095349,5.726639
0.095406,5.665744
0.095464,5.526444
0.095521,5.257941
0.095578,5.111791
0.095635,5.164913
0.095693,5.391000
0.095750,5.507306
0.095807,5.561221
0.095865,5.624422
0.095922,5.727552
0.095979,5.664672
0.096036,5.532586
0.096094,5.458018
0.096151,5.368293
0.096208,5.174783
0.096266,5.148255
0.096323,5.309597
0.096380,5.565608
0.096437,5.739413
0.096495,5.786145
0.096552,5.756419
0.096609,5.705210
0.096667,5.636624
0.096724,5.623737
0.096781,5.665664
0.096839,5.599794
0.096896,5.553158
0.096953,5.616584
0.097010,5.612347
0.097068,5.513306
0.097125,5.417190
0.097182,5.433903
0.097240,5.525783
0.097297,5.518011
0.097354,5.462664
0.097411,5.489854
0.097469,5.577962
0.097526,5.507826
0.097583,5.440950
0.097641,5.562396
0.097698,5.747904
0.097755,5.782921
0.097812,5.681863
0.097870,5.527774
0.097927,5.409862
0.097984,5.306242
0.098042,5.250360
0.098099,5.285798
0.098156,5.447977
0.098214,5.552180
0.098271,5.585657
0.098328,5.550357
0.098385,5.377043
0.098443,5.239874
0.098500,5.230521
0.098557,5.353150
0.098615,5.509876
0.098672,5.542235
0.098729,5.467018
0.098786,5.232327
0.098844,4.711031
0.098901,4.136005
0.098958,3.756265
0.099016,4.080951
0.099073,4.790666
0.099130,5.247375
0.099187,5.558109
0.099245,5.751319
0.099302,5.745127
0.099359,5.626463
0.099417,5.443884
0.099474,5.341805
0.099531,5.400133
0.099589,5.408313
0.099646,5.359766
0.099703,5.389069
0.099760,5.492189
0.099818,5.586244
0.099875,5.621943
0.099932,5.634810
0.099990,5.659280
0.100047,5.629480
0.100104,5.628905
0.100161,5.637305
0.100219,5.625715
0.100276,5.600198
0.100333,5.606232
0.100391,5.640775
0.100448,5.707924
0.100505,5.681340
0.100562,5.553016
0.100620,5.477844
0.100677,5.486794
0.100734,5.423464
0.100792,5.307944
0.100849,5.329532
0.100906,5.480102
0.100964,5.679618
0.101021,5.738192
0.101078,5.709982
0.101135,5.686805
0.101193,5.740172
0.101250,5.762525
0.101307,5.674542
0.101365,5.588716
0.101422,5.607450
0.101479,5.626611
0.101536,5.608718
0.101594,5.652353
0.101651,5.686420
0.101708,5.638912
0.101766,5.584770
0.101823,5.561022
0.101880,5.592069
0.101938,5.642777
0.101995,5.666949
0.102052,5.648455
0.102109,5.673097
0.102167,5.716423
0.102224,5.715389
0.102281,5.678748
0.102339,5.662180
0.102396,5.637336
0.102453,5.433609
0.102510,5.164520
0.102568,4.991277
0.102625,5.020129
0.102682,5.214169
0.102740,5.374277
0.102797,5.500698
0.102854,5.617389
0.102911,5.745698
0.102969,5.787658
0.103026,5.730048
0.103083,5.682249
0.103141,5.656821
0.103198,5.573402
0.103255,5.437888
0.103313,5.359547
0.103370,5.336263
0.103427,5.367125
0.103484,5.413060
0.103542,5.468327
0.103599,5.474561
0.103656,5.354287
0.103714,5.196025
0.103771,5.072541
0.103828,5.067740
0.103885,5.279668
0.103943,5.522701
0.104000,5.623326
0.104057,5.665223
0.104115,5.675036
0.104172,5.553802
0.104229,5.355743
0.104286,5.195662
0.104344,5.112108
0.104401,5.226547
0.104458,5.414771
0.104516,5.509520
0.104573,5.570166
0.104630,5.639229
0.104687,5.718138
0.104745,5.730348
0.104802,5.636053
0.104859,5.533354
0.104917,5.539952
0.104974,5.606003
0.105031,5.637651
0.105089,5.674182
0.105146,5.679022
0.105203,5.646405
0.105260,5.667046
0.105318,5.728804
0.105375,5.765754
0.105432,5.772215
0.105490,5.744730
0.105547,5.649642
0.105604,5.569675
0.105661,5.601143
0.105719,5.670820
0.105776,5.681291
0.105833,5.665004
0.105891,5.696328
0.105948,5.761679
0.106005,5.804468
0.106062,5.783002
0.106120,5.742378
0.106177,5.710092
0.106234,5.678360
0.106292,5.600922
0.106349,5.476374
0.106406,5.327314
0.106464,5.236562
0.106521,5.289383
0.106578,5.393399
0.106635,5.446946
0.106693,5.534296
0.106750,5.639678
0.106807,5.692682
0.106865,5.678083
0.106922,5.621758
0.106979,5.567074
0.107036,5.563359
0.107094,5.619842
0.107151,5.673781
0.107208,5.664247
0.107266,5.604753
0.107323,5.578634
0.107380,5.619123
0.107437,5.679503
0.107495,5.715151
0.107552,5.714523
0.107609,5.632178
0.107667,5.488212
0.107724,5.417445
0.107781,5.442506
0.107839,5.517467
0.107896,5.599312
0.107953,5.654951
0.108010,5.682709
0.108068,5.690594
0.108125,5.672058
0.108182,5.632305
0.108240,5.573591
0.108297,5.500262
0.108354,5.483469
0.108411,5.566053
0.108469,5.650013
0.108526,5.643475
0.108583,5.591333
0.108641,5.559462
0.108698,5.535669
0.108755,5.513893
0.108812,5.518327
0.108870,5.533308
0.108927,5.534193
0.108984,5.537844
0.109042,5.535157
0.109099,5.503773
0.109156,5.453147
0.109214,5.438153
0.109271,5.500851
0.109328,5.603209
0.109385,5.681969
0.109443,5.721496
0.109500,5.744159
0.109557,5.747397
0.109615,5.721625
0.109672,5.678753
0.109729,5.642294
0.109786,5.621042
0.109844,5.615716
0.109901,5.662529
0.109958,5.731172
0.110016,5.767089
0.110073,5.756598
0.110130,5.714747
0.110187,5.647732
0.110245,5.577816
0.110302,5.560785
0.110359,5.616926
0.110417,5.687643
0.110474,5.721817
0.110531,5.730776
0.110589,5.725829
0.110646,5.721835
0.110703,5.727525
0.110760,5.730857
0.110818,5.732692
0.110875,5.745424
0.110932,5.762265
0.110990,5.771839
0.111047,5.767823
0.111104,5.745660
0.111161,5.706839
0.111219,5.675681
0.111276,5.670465
0.111333,5.670584
0.111391,5.642885
0.111448,5.610274
0.111505,5.621790
0.111562,5.645691
0.111620,5.654625
0.111677,5.665738
0.111734,5.679312
0.111792,5.686418
0.111849,5.690455
0.111906,5.688358
0.111964,5.668876
0.112021,5.645635
0.112078,5.640229
0.112135,5.638693
0.112193,5.622478
0.112250,5.609401
0.112307,5.605562
0.112365,5.592372
0.112422,5.556415
0.112479,5.494903
0.112536,5.423067
0.112594,5.387016
0.112651,5.415393
0.112708,5.505709
0.112766,5.610544
0.112823,5.694185
0.112880,5.755557
0.112937,5.773321
0.112995,5.753774
0.113052,5.730226
0.113109,5.717853
0.113167,5.700085
0.113224,5.669915
0.113281,5.643467
0.113339,5.608500
0.113396,5.543832
0.113453,5.503712
0.113510,5.518539
0.113568,5.529655
0.113625,5.509391
0.113682,5.495080
0.113740,5.512638
0.113797,5.559950
0.113854,5.631514
0.113911,5.714660
0.113969,5.781856
0.114026,5.809412
0.114083,5.805597
0.114141,5.786332
0.114198,5.764628
0.114255,5.764162
0.114312,5.779708
0.114370,5.792985
0.114427,5.804765
0.114484,5.813353
0.114542,5.799456
0.114599,5.750919
0.114656,5.699160
0.114714,5.669256
0.114771,5.664296
0.114828,5.688508
0.114885,5.720399
0.114943,5.738280
0.115000,5.721245
0.115057,5.684981
0.115115,5.675292
0.115172,5.688344
0.115229,5.689680
0.115286,5.686217
0.115344,5.702114
0.115401,5.714361
0.115458,5.710381
0.115516,5.701902
0.115573,5.704316
0.115630,5.717508
0.115687,5.725996
0.115745,5.715667
0.115802,5.682380
0.115859,5.632857
0.115917,5.601760
0.115974,5.610330
0.116031,5.617034
0.116089,5.598977
0.116146,5.566946
0.116203,5.539156
0.116260,5.533299
0.116318,5.560837
0.116375,5.635000
0.116432,5.714906
0.116490,5.752368
0.116547,5.753150
0.116604,5.755919
0.116661,5.770150
0.116719,5.779984
0.116776,5.778044
0.116833,5.776039
0.116891,5.776620
0.116948,5.776195
0.117005,5.768522
0.117062,5.750833
0.117120,5.724401
0.117177,5.680643
0.117234,5.620669
0.117292,5.570211
0.117349,5.576134
0.117406,5.632570
0.117464,5.694362
0.117521,5.735792
0.117578,5.749177
0.117635,5.755118
0.117693,5.751178
0.117750,5.730657
0.117807,5.709042
0.117865,5.684552
0.117922,5.658104
0.117979,5.618105
0.118036,5.566482
0.118094,5.556782
0.118151,5.602487
0.118208,5.657171
0.118266,5.672367
0.118323,5.626000
0.118380,5.536060
0.118438,5.429732
0.118495,5.349270
0.118552,5.333573
0.118609,5.368977
0.118667,5.453563
0.118724,5.550038
0.118781,5.596540
0.118839,5.629100
0.118896,5.676238
0.118953,5.711063
0.119010,5.719102
0.119068,5.694692
0.119125,5.656471
0.119182,5.626034
0.119240,5.614749
0.119297,5.620135
0.119354,5.644068
0.119411,5.692465
0.119469,5.723387
0.119526,5.702063
0.119583,5.657436
0.119641,5.630946
0.119698,5.647747
0.119755,5.686913
0.119813,5.693924
0.119870,5.670315
0.119927,5.668412
0.119984,5.681432
0.120042,5.680613
0.120099,5.668972
0.120156,5.665587
0.120214,5.673000
0.120271,5.672201
0.120328,5.646652
0.120385,5.603469
0.120443,5.588873
0.120500,5.628578
0.120557,5.689506
0.120615,5.729146
0.120672,5.748174
0.120729,5.760772
0.120786,5.763933
0.120844,5.754958
0.120901,5.745903
0.120958,5.743808
0.121016,5.731500
0.121073,5.688630
0.121130,5.612765
0.121188,5.528648
0.121245,5.486911
0.121302,5.513721
0.121359,5.568997
0.121417,5.600513
0.121474,5.602730
0.121531,5.608352
0.121589,5.634002
0.121646,5.666525
