Period(hours),RMSE
0.055646,4.908051
0.055703,4.892525
0.055760,5.027525
0.055818,4.997843
0.055875,4.908932
0.055932,4.900484
0.055990,4.847174
0.056047,4.766765
0.056104,4.890231
0.056161,4.789481
0.056219,4.713957
0.056276,4.854650
0.056333,4.873072
0.056391,4.727325
0.056448,4.679480
0.056505,4.800588
0.056563,4.642481
0.056620,4.566063
0.056677,4.714253
0.056734,4.705186
0.056792,4.675811
0.056849,4.782392
0.056906,4.822323
0.056964,4.783732
0.057021,4.897675
0.057078,4.891061
0.057135,4.762628
0.057193,4.815459
0.057250,4.953842
0.057307,4.954180
0.057365,4.901546
0.057422,4.953236
0.057479,4.941240
0.057536,4.872423
0.057594,4.870474
0.057651,4.817176
0.057708,4.648665
0.057766,4.602080
0.057823,4.781588
0.057880,4.865116
0.057937,4.800105
0.057995,4.792323
0.058052,4.801005
0.058109,4.732165
0.058167,4.707986
0.058224,4.753897
0.058281,4.761045
0.058339,4.714557
0.058396,4.753609
0.058453,4.850294
0.058510,4.791765
0.058568,4.814128
0.058625,4.943944
0.058682,4.966862
0.058740,4.890993
0.058797,4.927737
0.058854,4.963425
0.058911,4.914905
0.058969,4.905288
0.059026,4.976904
0.059083,4.949231
0.059141,4.830180
0.059198,4.832780
0.059255,4.886927
0.059312,4.801910
0.059370,4.731379
0.059427,4.764748
0.059484,4.885481
0.059542,4.924735
0.059599,4.849918
0.059656,4.814056
0.059714,4.702001
0.059771,4.620934
0.059828,4.655665
0.059885,4.649620
0.059943,4.512208
0.060000,4.402689
0.060057,4.495919
0.060115,4.651033
0.060172,4.659184
0.060229,4.705441
0.060286,4.784824
0.060344,4.812776
0.060401,4.801248
0.060458,4.841967
0.060516,4.926023
0.060573,4.927895
0.060630,4.913434
0.060687,4.932783
0.060745,4.984433
0.060802,4.952314
0.060859,4.893145
0.060917,4.884677
0.060974,4.887307
0.061031,4.869793
0.061089,4.870221
0.061146,4.937453
0.061203,4.993912
0.061260,4.991867
0.061318,5.001496
0.061375,5.005851
0.061432,4.948699
0.061490,4.893656
0.061547,4.899430
0.061604,4.902542
0.061661,4.820362
0.061719,4.747958
0.061776,4.732855
0.061833,4.713872
0.061891,4.697260
0.061948,4.754139
0.062005,4.827534
0.062062,4.854810
0.062120,4.839995
0.062177,4.791262
0.062234,4.812000
0.062292,4.885766
0.062349,4.921396
0.062406,4.914904
0.062464,4.935408
0.062521,4.991915
0.062578,5.017090
0.062635,5.010267
0.062693,5.000987
0.062750,4.954655
0.062807,4.911702
0.062865,4.883385
0.062922,4.872459
0.062979,4.908984
0.063036,4.943193
0.063094,4.941511
0.063151,4.908010
0.063208,4.892886
0.063266,4.866468
0.063323,4.778619
0.063380,4.691988
0.063437,4.644808
0.063495,4.554622
0.063552,4.438206
0.063609,4.376657
0.063667,4.414172
0.063724,4.460768
0.063781,4.448999
0.063839,4.476239
0.063896,4.579049
0.063953,4.657663
0.064010,4.598681
0.064068,4.541703
0.064125,4.599096
0.064182,4.700720
0.064240,4.757483
0.064297,4.777980
0.064354,4.806911
0.064411,4.841597
0.064469,4.858638
0.064526,4.873260
0.064583,4.856594
0.064641,4.839135
0.064698,4.806288
0.064755,4.799048
0.064812,4.786134
0.064870,4.795305
0.064927,4.853323
0.064984,4.910085
0.065042,4.940455
0.065099,4.961233
0.065156,4.970183
0.065214,5.020484
0.065271,5.087007
0.065328,5.096088
0.065385,5.079156
0.065443,5.050529
0.065500,4.974826
0.065557,4.883392
0.065615,4.949257
0.065672,5.004664
0.065729,5.006735
0.065786,4.955610
0.065844,4.898192
0.065901,4.871369
0.065958,4.853548
0.066016,4.852783
0.066073,4.848816
0.066130,4.848244
0.066187,4.830760
0.066245,4.811284
0.066302,4.784444
0.066359,4.779889
0.066417,4.838838
0.066474,4.895652
0.066531,4.938390
0.066589,4.967260
0.066646,4.983965
0.066703,4.983353
0.066760,4.950611
0.066818,4.922676
0.066875,4.898780
0.066932,4.874075
0.066990,4.887234
0.067047,4.932584
0.067104,4.932229
0.067161,4.926663
0.067219,4.949500
0.067276,4.974891
0.067333,4.968456
0.067391,4.920948
0.067448,4.871512
0.067505,4.818201
0.067562,4.739302
0.067620,4.685133
0.067677,4.664021
0.067734,4.682627
0.067792,4.665602
0.067849,4.637715
0.067906,4.619370
0.067964,4.630423
0.068021,4.658891
0.068078,4.641969
0.068135,4.628178
0.068193,4.642099
0.068250,4.666921
0.068307,4.688831
0.068365,4.708313
0.068422,4.716463
0.068479,4.691898
0.068536,4.637044
0.068594,4.586175
0.068651,4.605009
0.068708,4.673739
0.068766,4.730950
0.068823,4.774576
0.068880,4.820356
0.068937,4.864894
0.068995,4.903913
0.069052,4.919928
0.069109,4.905853
0.069167,4.880750
0.069224,4.849608
0.069281,4.828519
0.069339,4.856137
0.069396,4.895250
0.069453,4.914998
0.069510,4.944378
0.069568,4.995770
0.069625,5.014939
0.069682,5.018732
0.069740,5.001599
0.069797,4.964425
0.069854,4.931162
0.069911,4.914257
0.069969,4.931552
0.070026,4.977246
0.070083,5.024708
0.070141,5.052223
0.070198,5.061421
0.070255,5.067028
0.070313,5.070524
0.070370,5.059400
0.070427,5.035244
0.070484,5.009642
0.070542,4.995169
0.070599,4.991372
0.070656,4.983560
0.070714,4.976142
0.070771,4.979341
0.070828,4.957514
0.070885,4.890325
0.070943,4.828515
0.071000,4.820472
0.071057,4.814256
0.071115,4.808891
0.071172,4.810648
0.071229,4.818328
0.071286,4.835799
0.071344,4.854952
0.071401,4.864623
0.071458,4.861619
0.071516,4.847152
0.071573,4.826839
0.071630,4.797342
0.071688,4.766441
0.071745,4.749721
0.071802,4.751056
0.071859,4.767538
0.071917,4.780651
0.071974,4.774270
0.072031,4.767806
0.072089,4.795884
0.072146,4.842472
0.072203,4.877248
0.072260,4.893388
0.072318,4.895457
0.072375,4.887927
0.072432,4.883243
0.072490,4.884856
0.072547,4.887041
0.072604,4.887961
0.072661,4.891039
0.072719,4.892931
0.072776,4.888841
0.072833,4.875751
0.072891,4.851799
0.072948,4.820778
0.073005,4.788656
0.073063,4.757751
0.073120,4.732256
0.073177,4.713424
0.073234,4.702087
0.073292,4.697322
0.073349,4.698312
0.073406,4.706935
0.073464,4.721135
0.073521,4.734284
0.073578,4.750743
0.073635,4.772270
0.073693,4.791337
0.073750,4.806753
0.073807,4.826539
0.073865,4.850162
0.073922,4.866562
0.073979,4.875746
0.074036,4.883839
0.074094,4.892856
0.074151,4.898954
0.074208,4.903934
0.074266,4.909781
0.074323,4.907394
0.074380,4.914092
0.074437,4.945673
0.074495,4.981801
0.074552,5.007770
0.074609,5.007586
0.074667,4.989441
0.074724,4.971493
0.074781,4.951635
0.074839,4.931894
0.074896,4.925186
0.074953,4.938129
0.075010,4.963822
0.075068,4.988856
0.075125,5.005402
0.075182,5.019260
0.075240,5.019418
0.075297,5.003283
0.075354,4.991103
0.075411,4.991253
0.075469,4.999037
0.075526,5.010881
0.075583,5.029339
0.075641,5.049622
0.075698,5.058785
0.075755,5.049301
0.075813,5.016940
0.075870,4.976374
0.075927,4.942782
0.075984,4.914718
0.076042,4.889446
0.076099,4.855738
0.076156,4.813791
0.076214,4.787109
0.076271,4.791766
0.076328,4.794566
0.076385,4.771231
0.076443,4.742634
0.076500,4.736032
0.076557,4.734123
0.076615,4.716992
0.076672,4.682997
0.076729,4.647534
0.076786,4.616002
0.076844,4.582788
0.076901,4.545425
0.076958,4.507307
0.077016,4.471597
0.077073,4.438862
0.077130,4.407676
0.077187,4.377948
0.077245,4.348990
0.077302,4.321796
0.077359,4.301288
0.077417,4.289927
0.077474,4.290241
0.077531,4.317482
0.077589,4.376989
0.077646,4.428241
0.077703,4.462171
0.077760,4.510036
0.077818,4.553638
0.077875,4.576990
0.077932,4.594051
0.077990,4.611238
0.078047,4.621766
0.078104,4.620370
0.078161,4.612575
0.078219,4.606756
0.078276,4.605983
0.078333,4.612703
0.078391,4.630190
0.078448,4.658796
0.078505,4.692615
0.078563,4.730492
0.078620,4.771807
0.078677,4.806743
0.078734,4.825747
0.078792,4.830920
0.078849,4.828801
0.078906,4.825558
0.078964,4.827650
0.079021,4.830427
0.079078,4.825398
0.079135,4.809886
0.079193,4.795877
0.079250,4.798213
0.079307,4.810840
0.079365,4.810942
0.079422,4.788460
0.079479,4.760980
0.079536,4.746087
0.079594,4.743332
0.079651,4.749947
0.079708,4.765804
0.079766,4.784593
0.079823,4.799808
0.079880,4.814500
0.079937,4.839171
0.079995,4.868021
0.080052,4.879930
0.080109,4.867623
0.080167,4.840527
0.080224,4.819076
0.080281,4.811676
0.080339,4.806553
0.080396,4.792872
0.080453,4.777296
0.080510,4.761290
0.080568,4.739777
0.080625,4.720912
0.080682,4.721244
0.080740,4.755555
0.080797,4.820971
0.080854,4.882376
0.080911,4.918670
0.080969,4.941307
0.081026,4.960725
0.081083,4.976858
0.081141,4.987871
0.081198,4.981166
0.081255,4.963772
0.081312,4.951330
0.081370,4.948175
0.081427,4.953982
0.081484,4.966564
0.081542,4.979912
0.081599,4.988735
0.081656,4.983196
0.081714,4.970054
0.081771,4.972719
0.081828,4.978772
0.081885,4.968454
0.081943,4.950348
0.082000,4.946477
0.082057,4.956989
0.082115,4.956085
0.082172,4.928124
0.082229,4.889966
0.082286,4.862618
0.082344,4.844433
0.082401,4.828951
0.082458,4.814048
0.082516,4.798441
0.082573,4.780729
0.082630,4.754643
0.082687,4.711845
0.082745,4.649897
0.082802,4.575569
0.082859,4.499715
0.082917,4.437158
0.082974,4.397550
0.083031,4.371570
0.083089,4.353882
0.083146,4.355020
0.083203,4.377096
0.083260,4.405734
0.083318,4.422490
0.083375,4.422797
0.083432,4.418495
0.083490,4.405811
0.083547,4.375050
0.083604,4.329588
0.083661,4.279078
0.083719,4.228942
0.083776,4.179187
0.083833,4.133719
0.083891,4.105788
0.083948,4.099574
0.084005,4.101575
0.084062,4.095813
0.084120,4.073365
0.084177,4.035760
0.084234,3.993624
0.084292,3.959923
0.084349,3.942514
0.084406,3.942750
0.084464,3.956424
0.084521,3.977291
0.084578,4.005346
0.084635,4.037964
0.084693,4.064145
0.084750,4.087766
0.084807,4.112601
0.084865,4.128347
0.084922,4.128108
0.084979,4.121655
0.085036,4.127291
0.085094,4.150934
0.085151,4.191073
0.085208,4.253446
0.085266,4.334119
0.085323,4.410019
0.085380,4.474026
0.085437,4.531318
0.085495,4.583850
0.085552,4.627691
0.085609,4.662951
0.085667,4.691978
0.085724,4.714844
0.085781,4.736053
0.085839,4.761879
0.085896,4.795135
0.085953,4.835587
0.086010,4.878602
0.086068,4.914889
0.086125,4.938607
0.086182,4.948690
0.086240,4.945978
0.086297,4.931925
0.086354,4.906684
0.086411,4.873527
0.086469,4.849010
0.086526,4.850865
0.086583,4.871151
0.086641,4.890977
0.086698,4.903872
0.086755,4.912438
0.086812,4.919453
0.086870,4.925411
0.086927,4.928237
0.086984,4.923354
0.087042,4.905629
0.087099,4.872973
0.087156,4.829221
0.087214,4.782239
0.087271,4.737716
0.087328,4.697850
0.087385,4.664979
0.087443,4.643002
0.087500,4.635564
0.087557,4.643419
0.087615,4.658999
0.087672,4.669480
0.087729,4.675554
0.087786,4.687566
0.087844,4.706297
0.087901,4.721746
0.087958,4.727590
0.088016,4.727816
0.088073,4.729191
0.088130,4.733496
0.088188,4.735741
0.088245,4.733980
0.088302,4.734417
0.088359,4.741970
0.088417,4.753508
0.088474,4.764404
0.088531,4.773927
0.088589,4.783407
0.088646,4.792597
0.088703,4.801381
0.088760,4.810137
0.088818,4.816878
0.088875,4.824691
0.088932,4.840364
0.088990,4.865671
0.089047,4.898303
0.089104,4.932625
0.089161,4.962887
0.089219,4.987688
0.089276,5.006353
0.089333,5.010016
0.089391,4.990025
0.089448,4.952885
0.089505,4.909822
0.089562,4.867699
0.089620,4.830119
0.089677,4.797595
0.089734,4.769174
0.089792,4.745562
0.089849,4.729174
0.089906,4.722856
0.089964,4.728742
0.090021,4.742227
0.090078,4.752732
0.090135,4.753600
0.090193,4.745314
0.090250,4.731479
0.090307,4.714593
0.090365,4.694788
0.090422,4.671257
0.090479,4.646665
0.090536,4.628122
0.090594,4.619526
0.090651,4.615813
0.090708,4.607863
0.090766,4.589704
0.090823,4.560045
0.090880,4.519643
0.090938,4.468548
0.090995,4.407111
0.091052,4.339110
0.091109,4.272547
0.091167,4.218085
0.091224,4.183003
0.091281,4.166662
0.091339,4.163753
0.091396,4.169537
0.091453,4.179638
0.091510,4.187382
0.091568,4.187306
0.091625,4.179573
0.091682,4.167445
0.091740,4.152221
0.091797,4.132740
0.091854,4.109024
0.091911,4.083587
0.091969,4.059791
0.092026,4.039181
0.092083,4.020655
0.092141,4.003040
0.092198,3.987215
0.092255,3.974786
0.092312,3.964333
0.092370,3.951707
0.092427,3.934228
0.092484,3.911284
0.092542,3.883717
0.092599,3.854748
0.092656,3.829146
0.092714,3.811696
0.092771,3.806239
0.092828,3.813472
0.092885,3.832537
0.092943,3.866098
0.093000,3.915917
0.093057,3.970698
0.093115,4.014074
0.093172,4.049989
0.093229,4.094760
0.093286,4.146200
0.093344,4.191759
0.093401,4.230338
0.093458,4.269625
0.093516,4.315052
0.093573,4.365927
0.093630,4.417582
0.093688,4.464554
0.093745,4.503386
0.093802,4.535686
0.093859,4.565264
0.093917,4.592312
0.093974,4.615021
0.094031,4.635174
0.094089,4.659064
0.094146,4.689050
0.094203,4.723149
0.094260,4.760079
0.094318,4.799146
0.094375,4.838560
0.094432,4.877165
0.094490,4.916308
0.094547,4.956692
0.094604,4.994964
0.094661,5.027005
0.094719,5.052084
0.094776,5.070319
0.094833,5.080595
0.094891,5.082187
0.094948,5.074898
0.095005,5.057970
0.095062,5.030902
0.095120,4.994911
0.095177,4.953330
0.095234,4.910964
0.095292,4.873241
0.095349,4.844320
0.095406,4.824061
0.095464,4.809036
0.095521,4.797233
0.095578,4.789061
0.095635,4.784438
0.095693,4.780811
0.095750,4.775353
0.095807,4.768333
0.095865,4.762894
0.095922,4.761694
0.095979,4.764577
0.096036,4.770089
0.096094,4.777584
0.096151,4.786907
0.096208,4.797142
0.096266,4.806043
0.096323,4.810677
0.096380,4.808896
0.096437,4.800150
0.096495,4.784627
0.096552,4.761682
0.096609,4.729353
0.096667,4.686707
0.096724,4.637365
0.096781,4.587170
0.096839,4.538891
0.096896,4.492567
0.096953,4.447551
0.097010,4.402256
0.097068,4.355468
0.097125,4.310297
0.097182,4.275109
0.097240,4.258721
0.097297,4.262154
0.097354,4.277749
0.097411,4.298001
0.097469,4.319366
0.097526,4.339631
0.097583,4.357540
0.097641,4.374093
0.097698,4.390337
0.097755,4.405031
0.097812,4.416699
0.097870,4.426930
0.097927,4.439581
0.097984,4.457009
0.098042,4.479928
0.098099,4.509965
0.098156,4.548427
0.098214,4.591467
0.098271,4.628455
0.098328,4.648836
0.098385,4.651067
0.098443,4.641504
0.098500,4.627052
0.098557,4.611711
0.098615,4.596991
0.098672,4.584059
0.098729,4.575810
0.098786,4.575640
0.098844,4.584388
0.098901,4.598830
0.098958,4.613261
0.099016,4.623753
0.099073,4.630256
0.099130,4.634407
0.099187,4.637044
0.099245,4.637572
0.099302,4.634725
0.099359,4.628025
0.099417,4.619055
0.099474,4.611356
0.099531,4.607838
0.099589,4.607279
0.099646,4.604642
0.099703,4.595629
0.099760,4.579917
0.099818,4.560740
0.099875,4.543312
0.099932,4.532905
0.099990,4.531763
0.100047,4.537233
0.100104,4.543578
0.100161,4.545077
0.100219,4.537572
0.100276,4.519441
0.100333,4.493333
0.100391,4.465782
0.100448,4.441937
0.100505,4.421737
0.100562,4.402960
0.100620,4.384702
0.100677,4.367131
0.100734,4.350336
0.100792,4.334336
0.100849,4.319439
0.100906,4.305866
0.100964,4.293597
0.101021,4.283292
0.101078,4.276499
0.101135,4.274211
0.101193,4.276250
0.101250,4.282361
0.101307,4.292590
0.101365,4.306353
0.101422,4.321505
0.101479,4.334897
0.101536,4.344313
0.101594,4.349382
0.101651,4.350900
0.101708,4.349856
0.101766,4.346554
0.101823,4.340409
0.101880,4.330915
0.101938,4.318556
0.101995,4.304396
0.102052,4.289280
0.102109,4.273771
0.102167,4.258837
0.102224,4.246124
0.102281,4.236905
0.102339,4.231042
0.102396,4.227067
0.102453,4.223040
0.102510,4.218092
0.102568,4.213433
0.102625,4.210798
0.102682,4.210106
0.102740,4.209014
0.102797,4.204328
0.102854,4.195012
0.102911,4.184567
0.102969,4.179726
0.103026,4.187014
0.103083,4.210091
0.103141,4.248039
0.103198,4.294908
0.103255,4.342333
0.103313,4.384131
0.103370,4.418784
0.103427,4.448471
0.103484,4.475858
0.103542,4.501099
0.103599,4.522219
0.103656,4.538120
0.103714,4.550322
0.103771,4.562029
0.103828,4.576248
0.103885,4.594645
0.103943,4.617359
0.104000,4.643704
0.104057,4.673273
0.104115,4.705670
0.104172,4.738698
0.104229,4.768320
0.104286,4.791184
0.104344,4.806263
0.104401,4.814643
0.104458,4.818764
0.104516,4.820972
0.104573,4.822016
0.104630,4.821715
0.104687,4.820651
0.104745,4.820710
0.104802,4.824544
0.104859,4.834354
0.104917,4.850712
0.104974,4.872712
0.105031,4.899194
0.105089,4.929374
0.105146,4.962284
0.105203,4.995866
0.105260,5.026773
0.105318,5.051244
0.105375,5.066617
0.105432,5.072422
0.105490,5.070050
0.105547,5.061093
0.105604,5.045896
0.105661,5.023974
0.105719,4.995939
0.105776,4.964742
0.105833,4.934918
0.105891,4.910425
0.105948,4.892891
0.106005,4.881615
0.106062,4.875061
0.106120,4.872329
0.106177,4.873401
0.106234,4.878000
0.106292,4.884297
0.106349,4.889057
0.106406,4.889307
0.106464,4.883835
0.106521,4.873110
0.106578,4.857936
0.106635,4.838220
0.106693,4.812919
0.106750,4.781204
0.106807,4.743879
0.106865,4.703691
0.106922,4.663918
0.106979,4.626551
0.107036,4.591964
0.107094,4.559705
0.107151,4.528779
0.107208,4.497720
0.107266,4.465470
0.107323,4.432164
0.107380,4.398468
0.107437,4.364178
0.107495,4.327688
0.107552,4.286411
0.107609,4.237400
0.107667,4.178207
0.107724,4.108837
0.107781,4.034315
0.107839,3.964670
0.107896,3.909919
0.107953,3.873945
0.108010,3.853497
0.108068,3.841978
0.108125,3.833405
0.108182,3.824382
0.108240,3.814441
0.108297,3.805461
0.108354,3.800796
0.108411,3.804165
0.108469,3.817752
0.108526,3.839874
0.108583,3.864669
0.108641,3.885403
0.108698,3.898227
0.108755,3.902787
0.108812,3.900641
0.108870,3.893828
0.108927,3.884244
0.108984,3.873428
0.109042,3.862323
0.109099,3.850953
0.109156,3.838299
0.109214,3.823073
0.109271,3.805566
0.109328,3.788586
0.109385,3.775758
0.109443,3.769367
0.109500,3.770083
0.109557,3.777646
0.109615,3.790971
0.109672,3.807756
0.109729,3.824933
0.109786,3.840161
0.109844,3.852778
0.109901,3.863331
0.109958,3.872285
0.110016,3.879022
0.110073,3.882305
0.110130,3.882023
0.110187,3.880385
0.110245,3.881495
0.110302,3.889596
0.110359,3.906765
0.110417,3.931761
0.110474,3.961325
0.110531,3.992450
0.110589,4.023511
0.110646,4.054301
0.110703,4.085666
0.110760,4.118627
0.110818,4.153227
0.110875,4.188170
0.110932,4.221619
0.110990,4.252213
0.111047,4.279502
0.111104,4.303830
0.111161,4.325896
0.111219,4.346266
0.111276,4.365081
0.111333,4.382211
0.111391,4.397741
0.111448,4.412441
0.111505,4.427695
0.111562,4.444696
0.111620,4.463491
0.111677,4.482815
0.111734,4.500827
0.111792,4.516013
0.111849,4.527644
0.111906,4.535738
0.111964,4.540815
0.112021,4.543641
0.112078,4.545008
0.112135,4.545565
0.112193,4.545728
0.112250,4.545727
0.112307,4.545680
0.112365,4.545601
0.112422,4.545350
0.112479,4.544681
0.112536,4.543452
0.112594,4.541849
0.112651,4.540386
0.112708,4.539646
0.112766,4.539950
0.112823,4.541227
0.112880,4.543125
0.112937,4.545166
0.112995,4.546877
0.113052,4.547942
0.113109,4.548355
0.113167,4.548443
0.113224,4.548737
0.113281,4.549768
0.113339,4.551919
0.113396,4.555360
0.113453,4.560026
0.113510,4.565694
0.113568,4.572207
0.113625,4.579775
0.113682,4.588998
0.113740,4.600436
0.113797,4.614049
0.113854,4.628962
0.113911,4.643601
0.113969,4.656214
0.114026,4.665928
0.114083,4.673681
0.114141,4.681548
0.114198,4.690788
0.114255,4.701080
0.114312,4.711315
0.114370,4.720476
0.114427,4.728040
0.114484,4.734065
0.114542,4.739116
0.114599,4.743981
0.114656,4.749248
0.114714,4.754901
0.114771,4.760195
0.114828,4.764012
0.114885,4.765581
0.114943,4.764927
0.115000,4.762655
0.115057,4.759448
0.115115,4.755737
0.115172,4.751671
0.115229,4.747290
0.115286,4.742752
0.115344,4.738472
0.115401,4.735045
0.115458,4.732976
0.115516,4.732362
0.115573,4.732681
0.115630,4.732821
0.115687,4.731356
0.115745,4.726975
0.115802,4.718890
0.115859,4.707133
0.115917,4.692668
0.115974,4.677201
0.116031,4.662601
0.116089,4.650143
0.116146,4.640063
0.116203,4.631701
0.116260,4.624141
0.116318,4.616945
0.116375,4.610541
0.116432,4.606037
0.116490,4.604633
0.116547,4.607042
0.116604,4.613245
0.116661,4.622691
0.116719,4.634819
0.116776,4.649558
0.116833,4.667397
0.116891,4.688964
0.116948,4.714387
0.117005,4.742794
0.117062,4.772222
0.117120,4.800142
0.117177,4.824378
0.117234,4.843861
0.117292,4.858727
0.117349,4.869939
0.117406,4.878786
0.117464,4.886484
0.117521,4.893914
0.117578,4.901542
0.117635,4.909511
0.117693,4.917779
0.117750,4.926203
0.117807,4.934485
0.117865,4.942060
0.117922,4.948079
0.117979,4.951571
0.118036,4.951748
0.118094,4.948233
0.118151,4.941121
0.118208,4.931008
0.118266,4.919082
0.118323,4.907183
0.118380,4.897542
0.118438,4.892187
0.118495,4.892365
0.118552,4.898326
0.118609,4.909356
0.118667,4.923816
0.118724,4.939258
0.118781,4.952901
0.118839,4.962422
0.118896,4.966588
0.118953,4.965212
0.119010,4.958475
0.119068,4.946114
0.119125,4.927108
0.119182,4.900228
0.119240,4.865095
0.119297,4.822842
0.119354,4.775847
0.119411,4.726813
0.119469,4.677860
0.119526,4.630084
0.119583,4.583696
0.119641,4.538628
0.119698,4.495258
0.119755,4.454792
0.119813,4.419099
0.119870,4.390040
0.119927,4.368630
0.119984,4.354495
0.120042,4.346001
0.120099,4.340963
0.120156,4.337290
0.120214,4.333036
0.120271,4.325953
0.120328,4.313310
0.120385,4.292764
0.120443,4.264084
0.120500,4.230135
0.120557,4.195815
0.120615,4.165684
0.120672,4.142141
0.120729,4.125063
0.120786,4.112586
0.120844,4.102326
0.120901,4.092507
0.120958,4.082592
0.121016,4.073124
0.121073,4.064769
0.121130,4.056859
0.121188,4.046248
0.121245,4.027633
0.121302,3.996161
0.121359,3.951502
0.121417,3.900170
0.121474,3.852472
0.121531,3.814922
0.121589,3.785327
0.121646,3.755764
